"stockid","stocklong","assessid","method","country","region","area","species","comm_name","nyr","yr1","yr2","ssb_units","r_units","tb_units","catch_units","catch_use","r_age_yr","type","class","order","family","linf_cm","k","winf_g","tmax_yr","tmat_yr","m","lmat_cm","sst_c_avg","sst_c_trend","sst_c_cv","alpha","beta","sigmaR","theta","alpha_se","beta_se","sigmaR_se","theta_se","alpha_lo","beta_lo","sigmaR_lo","theta_lo","alpha_hi","beta_hi","sigmaR_hi","theta_hi","theta_sig","lcolor","pcolor"
"NRSOLEEBSAI","Northern rock sole Eastern Bering Sea and Aleutian Islands","AFSC-NRSOLEEBSAI-1975-2015-SISIMP2016","Unknown","USA","US Alaska","Eastern Bering Sea and Aleutian Islands","Lepidopsetta polyxystra","Northern rock sole",40,1975,2014,"MT","E00","MT","MT","TC",1,"fish","Actinopterygii","Pleuronectiformes","Pleuronectidae",42.735198439785,0.198875342931819,778.201469793684,17.1215535445431,4.14243702034836,0.260013350962445,23.5623964506658,4.50205455916928,0.0044056305357507,0.11443857549769,4.14174102119147,0.812504890042603,0.678942949135302,0.389504560567331,0.904582449815256,0.1107065962406,0.0777085502356423,0.177423327393229,2.36875941955356,0.595519961411027,0.526634190673443,0.0417548388766021,5.91472262282937,1.02948981867418,0.83125170759716,0.73725428225806,"positive","blue","blue"
"NZLINGESE","New Zealand ling Eastern half of Southeast Australia","CSIRO-NZLINGESE-1968-2007-FULTON","SS2","Australia","Australia","Southeast Australia","Genypterus blacodes","Ling",40,1968,2007,"MT","E00","MT","MT","TL",0,"fish","Actinopterygii","Ophidiiformes","Ophidiidae",132.962150753546,0.112999100645428,12774.5207917928,26.3299698777538,7.63850577507059,0.193380201671126,68.7285314264836,16.1838533184263,0.0130210146078707,0.0214825208774491,1.36579292238209,0.292303109832712,0.866154981829917,-0.159803436087435,0.889597997496845,0.177677793712782,0.12384343706454,0.253105013439054,-0.377819152711725,-0.0559453658443407,0.623421845183419,-0.65588926242798,3.10940499747591,0.640551585509764,1.10888811847642,0.33628239025311,"none","grey60","black"
"NZLINGLIN3-4","New Zealand ling New Zealand Areas LIN 3 and 4","NIWA-NZLINGLIN3-4-1968-2014-FU","CASAL","New Zealand","New Zealand","New Zealand Areas LIN 3 and 4","Genypterus blacodes","Ling",43,1968,2010,"MT","E00",NA,"MT","TC",NA,"fish","Actinopterygii","Ophidiiformes","Ophidiidae",132.962150753546,0.112999100645428,12774.5207917928,26.3299698777538,7.63850577507059,0.193380201671126,68.7285314264836,12.7729989868922,0.000532371010162774,0.0271278114774121,2.52542391290309,0.216292698381139,0.224406563186212,-0.0802042952104681,0.363641178785776,0.0346492013668926,0.0244292480161828,0.0943914914806495,1.81268720248297,0.14838026370203,0.176525237074494,-0.265211618512541,3.23816062332321,0.284205133060249,0.27228788929793,0.104803028091605,"none","grey60","black"
"NZLINGLIN5-6","New Zealand ling New Zealand Areas LIN 5 and 6","NIWA-NZLINGLIN5-6-1968-2014-FU","CASAL","New Zealand","New Zealand","New Zealand Areas LIN 5 and 6","Genypterus blacodes","Ling",43,1968,2010,"MT","E00",NA,"MT","TC",NA,"fish","Actinopterygii","Ophidiiformes","Ophidiidae",132.962150753546,0.112999100645428,12774.5207917928,26.3299698777538,7.63850577507059,0.193380201671126,68.7285314264836,9.42078845964586,-0.00191066616223153,0.0295238937272002,2.16717385664989,0.172236359079896,0.335733834059722,0.0174729388194183,1.11441100326133,0.0518161405224821,0.0364119402337464,0.155937342919723,-0.0170717097423245,0.0706767236558311,0.264366431201579,-0.288164253303238,4.3514194230421,0.273795994503961,0.407101236917865,0.323110130942075,"none","grey60","black"
"NZLINGLIN7WC","New Zealand ling New Zealand Area LIN 7WC - WCSI","NZMFishMIDDEPTHSWG-NZLINGLIN7WC-1968-2012-FU","CASAL","New Zealand","New Zealand","New Zealand Areas LIN 7WC-WCSI","Genypterus blacodes","Ling",41,1968,2008,"MT","E00","MT","MT","TC",NA,"fish","Actinopterygii","Ophidiiformes","Ophidiidae",132.962150753546,0.112999100645428,12774.5207917928,26.3299698777538,7.63850577507059,0.193380201671126,68.7285314264836,15.1125991229027,0.0144741828621688,0.0331374985646196,0.543324802470683,0.0814572391538835,0.369895433757372,0.0122261627754081,0.397488498875934,0.0638501650940505,0.0446574886850802,0.116507832259157,-0.235752655326148,-0.0436890844304555,0.282366755934615,-0.216129188452539,1.32240226026751,0.206603562738223,0.457424111580129,0.240581514003355,"none","grey60","black"
"NZLINGWSE","New Zealand ling Western half of Southeast Australia","CSIRO-NZLINGWSE-1968-2007-FULTON","SS2","Australia","Australia","Western half of Southeast Australia","Genypterus blacodes","Ling",40,1968,2007,"MT","E00","MT","MT","TL",0,"fish","Actinopterygii","Ophidiiformes","Ophidiidae",132.962150753546,0.112999100645428,12774.5207917928,26.3299698777538,7.63850577507059,0.193380201671126,68.7285314264836,17.1109140087984,0.00891870223245496,0.013809817655597,3.25609152992011,0.413011648652338,0.605627686012373,-0.0504211518219832,2.40508985026178,0.121379603902965,0.0841509510410525,0.249834056385586,-1.45788457659298,0.175107625002528,0.44069182197191,-0.540095902337732,7.9700676364332,0.650915672302149,0.770563550052836,0.439253598693766,"none","grey60","black"
"NZSNAPNZ1BOP-HAGU","New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf","NIWA-NZSNAPNZ1BOP-HAGU-1899-2013-FU","CASAL","New Zealand","New Zealand","New Zealand SNA 1 Bay of Plenty and Hauraki Gulf","Pagrus auratus","New zealand snapper",114,1899,2012,"MT","E00",NA,"MT","TC",NA,"fish","Actinopterygii","Perciformes","Sparidae",72.9233157460552,0.116113979061982,5690.5887046169,23.6361189183508,5.75409701904283,0.204237563103395,37.0817363137381,17.8497689698094,0.0076693111659895,0.0267670711255732,10.0020870543623,0.313624980183055,0.0887367795117008,0.123627399311904,0.455503759970727,0.0142119544325947,0.00968014219439771,0.0295983683820449,9.10929968481967,0.285769549495169,0.0697637008106813,0.065614597283096,10.8948744239049,0.341480410870941,0.10770985821272,0.181640201340712,"positive","blue","blue"
"NZSNAPNZ1ENLD","New Zealand snapper New Zealand SNA 1 east Northland","NIWA-NZSNAPNZ1ENLD-1899-2013-FU","CASAL","New Zealand","New Zealand","New Zealand SNA 1 east Northland","Pagrus auratus","New zealand snapper",114,1899,2012,"MT","E00",NA,"MT","TC",NA,"fish","Actinopterygii","Perciformes","Sparidae",72.9233157460552,0.116113979061982,5690.5887046169,23.6361189183508,5.75409701904283,0.204237563103395,37.0817363137381,18.957607117817,0.00837049921665127,0.02142343485121,2.59456182095827,0.264399443481241,0.292805590977985,0.42522731916958,0.274859695559846,0.0435494879582586,0.0306394441802124,0.101478492173656,2.05583681766097,0.179042447083054,0.232752280384769,0.226329474509214,3.13328682425557,0.349756439879428,0.352858901571201,0.624125163829946,"positive","blue","blue"
"NZSNAPNZ7","New Zealand snapper New Zealand SNA 7","NZMFishINSHOREWG-NZSNAPNZ7-1931-2014-LANGLEY","SS3","New Zealand","New Zealand","New Zealand SNA 7","Pagrus auratus","New zealand snapper",84,1931,2014,"MT","E00",NA,"MT","TC",0,"fish","Actinopterygii","Perciformes","Sparidae",72.9233157460552,0.116113979061982,5690.5887046169,23.6361189183508,5.75409701904283,0.204237563103395,37.0817363137381,15.0618347078307,0.00420868660829129,0.0310290009172818,1.09677243178215,0.507046249051741,0.858365795811341,0.485572490819413,0.195298420837172,0.107322904694808,0.0769346597189789,0.185238228396421,0.713987526941296,0.296693355849918,0.707573862762142,0.122505563162428,1.47955733662301,0.717399142253564,1.00915772886054,0.848639418476398,"positive","blue","blue"
"NZSNAPNZ8","New Zealand snapper New Zealand Area 8","NZMFishINSHOREWG-NZSNAPNZ8-1931-2005-JENSEN","CASAL","New Zealand","New Zealand","New Zealand Area 8 (Auckland and Central West)","Pagrus auratus","New zealand snapper",30,1971,2000,"MT","E00","MT","MT","TC",3,"fish","Actinopterygii","Perciformes","Sparidae",72.9233157460552,0.116113979061982,5690.5887046169,23.6361189183508,5.75409701904283,0.204237563103395,37.0817363137381,17.6857867525335,0.00222105207011974,0.0256340271540172,3.55152494224665,0.456621654209992,0.479736511960784,0.306734895414514,0.522501076141455,0.0912722253702295,0.0632784152694059,0.168829151732709,2.5274228330094,0.277728092484342,0.355710818032749,-0.0241702419815956,4.5756270514839,0.635515215935642,0.60376220588882,0.637640032810623,"none","grey60","black"
"OFLOUNECS","Japanese flounder East China Sea","FAFRFJ-OFLOUNECS-1975-2013-JPNIMP2016","Unknown","Japan","Russia Japan","East China Sea","Paralichthys olivaceus","Japanese flounder",27,1986,2012,"MT","E00","MT","MT","TC",0,"fish","Actinopterygii","Pleuronectiformes","Paralichthyidae",79.5625126834715,0.220567087445664,3503.72388468532,8.93492357360677,1.50640189894888,0.412461517911268,25.0727631408801,23.6733321231088,0.0187669795650701,0.012587526705499,3.68551565364296,0.272683766154287,0.191946127163651,-0.464145849153074,1.16725653406409,0.0377324435302247,0.0269255403887474,0.11853254549717,1.39769284687735,0.198728176835046,0.139172068001706,-0.696469638327528,5.97333846040857,0.346639355473527,0.244720186325596,-0.231822059978621,"negative","red","red"
"PACBTUNA","Pacific bluefin tuna Pacific Ocean","ISC-PACBTUNA-1952-2014-PONS","SS3","Multinational","Pacific Ocean","Pacific Ocean","Thunnus orientalis","Pacific bluefin tuna",63,1952,2014,"MT","E00","MT","MT","TL",NA,"fish","Actinopterygii","Perciformes","Scombridae",183.033984268092,0.177802918162012,84569.0428584776,14.3895275686396,4.52649294860103,0.295899213248478,94.6978822846951,21.7605324368991,0.0076964622608282,0.00846434657973001,4.44007314621433,0.660193118072344,0.534643776263337,-0.0265979068194694,0.519755410380414,0.0693753478397374,0.0476866342280763,0.230339311619567,3.42135254186872,0.524217436306459,0.441177973176308,-0.47806295759382,5.45879375055994,0.796168799838229,0.628109579350367,0.424867143954881,"none","grey60","black"
"PANCHPERUNC","Peruvian anchoveta North-Central Peru","IMARPE-PANCHPERUNC-1959-2016-HILBORN","Unknown","Peru","South America","North-Central Peruvian coast","Engraulis ringens","Peruvian anchoveta",47,1962,2008,"MT","E00","MT","MT","TL",NA,"fish","Actinopterygii","Clupeiformes","Engraulidae",19.9370752900354,0.923901870370166,53.49423530798,3.43223820755557,0.91623084167503,1.18118689494488,12.9349873446634,19.9833168994106,0.0202236977634511,0.0472970491072733,1.15052933991543,0.0815423307438037,0.703614756936862,0.147387083395966,0.229517974621574,0.111336525750603,0.0732286096166533,0.110059122105451,0.700674109657141,-0.136677259727378,0.560086682088222,-0.068328795930718,1.60038457017371,0.299761921214985,0.847142831785502,0.363102962722649,"none","grey60","black"
"PATGRENADIERCH","Patagonian grenadier Chile","IFOPCH-PATGRENADIERCH-1977-2015-PAYA","unknown","Chile","South America","Central-Southern Chile","Macruronus magellanicus","Patagonian grenadier",30,1985,2014,"MT","E00","MT","MT","TL",NA,"fish","Actinopterygii","Gadiformes","Merlucciidae",95.8070020596649,0.165156444806815,2675.87347414017,19.4950053802499,5.406019180529,0.2414494509987,54.2751587224005,12.9364554453276,-0.00274005529233677,0.0176786882552631,0.937198625786976,0.123252115126304,0.474820046769454,0.220680023108795,0.166321202959958,0.0883396338794353,0.0622670106971221,0.233972749817816,0.611209067985458,-0.0498935672773887,0.352776705803095,-0.237906566534124,1.26318818358849,0.296397797529998,0.596863387735813,0.679266612751714,"none","grey60","black"
"PAUANPAU5A","Black Foot Paua NZ North PAUA5A","NIWA-PAUANPAU5A-1965-2014-FU","LBBM","New Zealand","New Zealand","NZ Area North PAUA 5A","Haliotis iris","Black foot paua",50,1965,2014,"MT","E00",NA,"MT","TC",NA,"invert","Gastropoda","Patellogastropoda","Haliotidae",NA,NA,NA,NA,NA,NA,NA,13.7293840678716,0.0156763146467796,0.0341974418331421,4.72380050380794,0.258524435090592,0.13944452794949,-0.0339067140225585,0.757870288707551,0.026780828025952,0.018609883479412,0.0559664735404406,3.23837473794114,0.206034012159726,0.102969156329843,-0.143601002161822,6.20922626967474,0.311014858021458,0.175919899569138,0.0757875741167051,"none","grey60","black"
"PAUAPAU5B","New Zealand abalone species New Zealand Area PAU 5B","NZMFishSHELLFISHWG-PAUAPAU5B-1965-2013-FU","LBBM","New Zealand","New Zealand","New Zealand Area PAU 5B (Stewart Island)","Haliotis iris","New zealand abalone species",49,1965,2013,"MT","E00","MT","MT","TC",NA,"invert","Gastropoda","Patellogastropoda","Haliotidae",NA,NA,NA,NA,NA,NA,NA,11.4354178765241,0.00228959622199802,0.0345989045946419,3.38715135306871,0.241369508032929,0.181825868688333,0.0947048463126405,0.311942842006821,0.0316608744315298,0.0223389526782106,0.0770699224007141,2.77574338273535,0.17931419414713,0.13804152143904,-0.056352201592759,3.99855932340208,0.303424821918727,0.225610215937626,0.24576189421804,"none","grey60","black"
"PAUAPAU5D","New Zealand abalone species New Zealand Area PAU 5D","NZMFishSHELLFISHWG-PAUAPAU5D-1965-2012-FU","LBBM","New Zealand","New Zealand","New Zealand Area PAU 5D (Otago)","Haliotis iris","New zealand abalone species",48,1965,2012,"MT","E00","MT","MT","TC",NA,"invert","Gastropoda","Patellogastropoda","Haliotidae",NA,NA,NA,NA,NA,NA,NA,11.3518674046504,-0.00171674176413197,0.0348600128987422,5.26932623700402,0.452926282933247,0.190721809835232,-0.0870860918418732,0.548557958736651,0.0337172266876808,0.0237870596251369,0.0816598622912305,4.19415263788018,0.386840518625393,0.144099172969964,-0.247139421932685,6.34449983612785,0.519012047241102,0.2373444467005,0.0729672382489385,"none","grey60","black"
"PAUAPAU7","New Zealand abalone species New Zealand Area PAU 7","NIWA-PAUAPAU7-1965-2015-FU","LBBM","New Zealand","New Zealand","New Zealand Area PAU 7 (Marlborough)","Haliotis iris","New zealand abalone species",51,1965,2015,"MT","E00",NA,"MT","TC",NA,"invert","Gastropoda","Patellogastropoda","Haliotidae",NA,NA,NA,NA,NA,NA,NA,15.4483958217833,0.0237257518670117,0.032992758556309,5.32367717874137,0.352227834385931,0.179446540386245,-0.0388710179902012,0.448536363477198,0.0365217469244495,0.0214234136220357,0.0701437238473729,4.44454590632606,0.28064521041401,0.137456649687055,-0.176352716731052,6.20280845115667,0.423810458357852,0.221436431085435,0.0986106807506497,"none","grey60","black"
"PAUASPAU5A","Black Foot Paua NZ South PAUA5A","NIWA-PAUASPAU5A-1965-2014-FU","LBBM","New Zealand","New Zealand","NZ Area South PAUA 5A","Haliotis iris","Black foot paua",50,1965,2014,"MT","E00",NA,"MT","TC",NA,"invert","Gastropoda","Patellogastropoda","Haliotidae",NA,NA,NA,NA,NA,NA,NA,13.1869999841712,0.0143944230572925,0.0342553524976472,7.45922901040165,0.272977377418606,0.0790214995181871,-0.0375837890004339,0.524391841726427,0.0152979065976236,0.0105547670625767,0.0336404817497378,6.43142100061786,0.242993480487264,0.0583341560755367,-0.10351913322992,8.48703702018545,0.302961274349948,0.0997088429608375,0.0283515552290522,"none","grey60","black"
"PCODGA","Pacific cod Gulf of Alaska","AFSC-PCODGA-1977-2015-SISIMP2016","SS3","USA","US Alaska","Gulf of Alaska","Gadus macrocephalus","Pacific cod",39,1977,2015,"MT","E00","MT","MT","TC",0,"fish","Actinopterygii","Gadiformes","Gadidae",93.4097107526428,0.207941056036611,8025.65924836648,16.811065053349,3.63843992006247,0.403583439350381,51.3099965123801,7.3809544260863,0.00500967910868927,0.0629486885688387,2.27384946070863,0.295504739525846,0.314275032088953,-0.0994327924027471,0.332791723920069,0.0510271227070772,0.0359498274210913,0.102551757061914,1.6215776818253,0.195491579019975,0.243813370343614,-0.300434236244099,2.92612123959197,0.395517900031717,0.384736693834292,0.101568651438605,"none","grey60","black"
"PERCHEBSAI","Pacific Ocean perch Eastern Bering Sea and Aleutian Islands","AFSC-PERCHEBSAI-1960-2015-SISIMP2016","Unknown","USA","US Alaska","Eastern Bering Sea and Aleutian Islands","Sebastes alutus","Pacific ocean perch",52,1960,2011,"MT","E00","MT","MT","TC",3,"fish","Actinopterygii","Scorpaeniformes","Sebastidae",43.3571190507531,0.125251896343034,1054.27626915291,55.1281810473126,9.82508800020516,0.100603031973743,29.3066435922834,5.5098414166269,0.010839902620314,0.0695649229494938,1.43888271931115,0.461326516122494,0.762517362635281,0.228010078063741,0.340743338289719,0.107620002105798,0.0754357616202454,0.202916369974653,0.771025776263304,0.250391311995129,0.6146632698596,-0.169706007086579,2.106739662359,0.672261720249859,0.910371455410962,0.625726163214061,"none","grey60","black"
"PERCHQCI","Pacific Ocean perch Haida Gwaii","DFO-PERCHQCI-1939-2013-WATSON","SCA","Canada","Canada West Coast","Queen Charlotte Islands","Sebastes alutus","Pacific ocean perch",72,1940,2011,"MT","E00","MT","MT","TC",1,"fish","Actinopterygii","Scorpaeniformes","Sebastidae",43.3571190507531,0.125251896343034,1054.27626915291,55.1281810473126,9.82508800020516,0.100603031973743,29.3066435922834,10.2304601928702,0.00431532829000822,0.0483042226358842,2.35653039399399,0.531839039546238,0.491362271499202,0.00699932508221422,0.303882720050301,0.0586502413761075,0.0411552839272436,0.109647849441295,1.7609202626954,0.416884566449067,0.410697915001804,-0.207910459822724,2.95214052529258,0.646793512643409,0.572026627996599,0.221909109987153,"none","grey60","black"
"PERCHWCVANI","Pacific Ocean perch West Coast of Vancouver Island","DFO-PERCHWCVANI-1939-2013-WATSON","unknown","Canada","Canada West Coast","West Coast of Vancouver Island","Sebastes alutus","Pacific ocean perch",72,1940,2011,"MT","E00","MT","MT","TC",1,"fish","Actinopterygii","Scorpaeniformes","Sebastidae",43.3571190507531,0.125251896343034,1054.27626915291,55.1281810473126,9.82508800020516,0.100603031973743,29.3066435922834,11.0345528634668,0.00303934435005912,0.0435658151350618,3.96586707717689,0.429808937845756,0.349589021641583,0.00718638041234923,0.327731782610768,0.0414966454666482,0.0293034694671975,0.0826120988191436,3.32351278325978,0.348475512731126,0.292154221485876,-0.154733333273172,4.60822137109399,0.511142362960387,0.407023821797291,0.169106094097871,"none","grey60","black"
"PHAKEPCOAST","Pacific hake Pacific Coast","PFMC-PHAKEPCOAST-1966-2016-WATSON","SS3","USA","US West Coast","Pacific Coast","Merluccius productus","Pacific hake",51,1966,2016,"MT","E00",NA,"MT","TC",NA,"fish","Actinopterygii","Gadiformes","Merlucciidae",68.1819950893393,0.226489183767668,1885.64882970252,12.1164462314316,3.53714341928103,0.425993975503288,36.9019249559595,16.0454440774828,0.00881227275684785,0.0393116795351273,1.12334200221831,0.481404101399396,1.37048471025549,0.0691482995369153,0.66254540845685,0.197889986826667,0.136074155687262,0.213519773769349,-0.17524699835712,0.0935397272191275,1.10377936510846,-0.349350457051009,2.42193100279373,0.869268475579664,1.63719005540253,0.48764705612484,"none","grey60","black"
"PILCHPJPN","Japanese sardine Pacific Coast of Japan","FAFRFJ-PILCHPJPN-1975-2013-JPNIMP2016","Unknown","Japan","Russia Japan","Pacific Coast of Japan","Sardinops sagax","Japanese sardine",38,1976,2013,"MT","E00","MT","MT","TC",0,"fish","Actinopterygii","Clupeiformes","Clupeidae",27.2242835609629,0.439956074617132,151.4704983143,14.1545277545647,3.43262428048952,0.383621439037133,20.4055188449424,18.505973084969,0.0191443266794208,0.0178087415141316,2.02995518063573,0.540248138807739,0.945715811809116,-0.326336875316383,0.445658012656609,0.161891380872557,0.111783395986427,0.264526486625445,1.15646547582878,0.222941032297527,0.726620355675718,-0.844808789102255,2.90344488544268,0.857555245317952,1.16481126794251,0.192135038469489,"none","grey60","black"
"PILCHTSST","Japanese sardine Tsushima Strait","FAFRFJ-PILCHTSST-1960-2013-JPNIMP2016","Unknown","Japan","Russia Japan","Tsushima Strait","Sardinops sagax","Japanese sardine",54,1960,2013,"MT","E00","MT","MT","TC",0,"fish","Actinopterygii","Clupeiformes","Clupeidae",27.2242835609629,0.439956074617132,151.4704983143,14.1545277545647,3.43262428048952,0.383621439037133,20.4055188449424,19.6027563928086,0.00702262773458119,0.0187518172088267,1.74862296738635,0.337741945239067,0.760654104086463,-0.361038710123775,0.23467708979444,0.105047909983179,0.0745245063915588,0.20790732050731,1.28865587138925,0.131848041672035,0.614586071559008,-0.768537058318103,2.20859006338346,0.543635848806099,0.906722136613918,0.0464596380705523,"none","grey60","black"
"PINKSHRIMPGM","Pink shrimp Gulf of Mexico","SEFSC-PINKSHRIMPGM-1984-2013-SISIMP2016","SS3","USA","US Southeast and Gulf","Gulf of Mexico","Farfantepenaeus duorarum","Pink shrimp",30,1984,2013,"MT","E00",NA,"MT","TC",0,"invert","Malacostraca","Decapoda","Penaeidae",NA,NA,NA,NA,NA,NA,NA,24.2224648938748,0.0167801654247652,0.0120764272489517,2.67188967967955,0.216597116940938,0.208695705801626,-0.235468166144036,0.404440150132555,0.0387579950006053,0.0273648247740796,0.120864891005871,1.87918698541974,0.140631446739752,0.155060649244431,-0.472363352515543,3.46459237393936,0.292562787142125,0.262330762358822,0.00142702022747054,"none","grey60","black"
"PLAIC7d","European Plaice ICES VIId","WGNSSK-PLAIC7d-1979-2016-ICESIMP2016","Unknown","multinational","European Union","Eastern English Channel","Pleuronectes platessa","European plaice",36,1980,2015,"MT","E00","MT","MT","TC",1,"fish","Actinopterygii","Pleuronectiformes","Pleuronectidae",54.1674963971377,0.138225441614112,1752.7756458937,26.6124928443415,3.91300243098913,0.143922486594067,24.5679323472381,12.6531638483206,0.0370310900693082,0.0453775285639544,1.9886480153044,0.257127164173361,0.440376669097454,-0.180402123695751,0.271025989438627,0.0770445424037968,0.0525095220163731,0.122497621897356,1.45743707600469,0.10611986106192,0.337458005945363,-0.420497462614569,2.51985895460411,0.408134467284803,0.543295332249546,0.0596932152230669,"none","grey60","black"
"PLAICNS","European Plaice North Sea","WGNSSK-PLAICNS-1956-2016-ICESIMP2016","Unknown","multinational","European Union","North Sea","Pleuronectes platessa","European plaice",59,1957,2015,"MT","E00","MT","MT","TC",1,"fish","Actinopterygii","Pleuronectiformes","Pleuronectidae",54.1674963971377,0.138225441614112,1752.7756458937,26.6124928443415,3.91300243098913,0.143922486594067,24.5679323472381,9.96905974437122,0.018327982551709,0.0523506721235392,0.963535985877737,0.172622731239241,0.488025825408619,-0.0612871408328209,0.198687515443458,0.064710821477532,0.0452047443379248,0.113893438297285,0.574108455608559,0.0457895211432783,0.399424526506286,-0.2845182798955,1.35296351614692,0.299455941335204,0.576627124310951,0.161943998229858,"none","grey60","black"
"POLL5YZ","Pollock NAFO-5YZ","NEFSC-POLL5YZ-1970-2014-SISIMP2016","ASAP","USA","US East Coast","Gulf of Maine / Georges Bank","Pollachius virens","Pollock",44,1970,2013,"MT","E00","MT","MT","TL",1,"fish","Actinopterygii","Gadiformes","Gadidae",118.832811573653,0.135178766096073,18362.0075863718,24.4662158818317,5.27970830602333,0.213934974123137,62.062253574998,9.72800448483251,0.0222984468607711,0.0548506803746433,1.71199675719242,0.320647001891206,0.470877362412517,0.268838370251758,0.364549021932015,0.0718580144494562,0.0507757899661955,0.122525209582437,0.997480674205668,0.179805293570272,0.371356814078774,0.0286889594701827,2.42651284017917,0.46148871021214,0.57039791074626,0.508987781033334,"positive","blue","blue"
"POLLFAPL","Pollock Faroe Plateau","NWWG-POLLFAPL-1958-2016-ICESIMP2016","Unknown","multinational","Europe non EU","Faroe Plateau","Pollachius virens","Pollock",53,1961,2013,"MT","E00","MT","MT","TL",3,"fish","Actinopterygii","Gadiformes","Gadidae",118.832811573653,0.135178766096073,18362.0075863718,24.4662158818317,5.27970830602333,0.213934974123137,62.062253574998,9.26103216045522,0.0135451261832363,0.0436145437559608,3.15472856567835,0.519894636085531,0.473523571011431,0.108133941660124,0.825822231588321,0.0657491427259104,0.046273125580058,0.141545755189457,1.53611699176524,0.391026316342747,0.382828244874517,-0.169295738511211,4.77334013959146,0.648762955828316,0.564218897148344,0.385563621831459,"none","grey60","black"
"POLLIEG","Pollock Iceland Grounds","NWWG-POLLIEG-1977-2016-ICESIMP2016","Unknown","multinational","Europe non EU","Iceland Grounds","Pollachius virens","Pollock or saithe",34,1980,2013,"MT","E00","MT","MT","TL",3,"fish","Actinopterygii","Gadiformes","Gadidae",118.832811573653,0.135178766096073,18362.0075863718,24.4662158818317,5.27970830602333,0.213934974123137,62.062253574998,5.99607747722067,0.0371396461546638,0.0781710769976001,1.53063405470462,0.267235970315189,0.495681468352999,0.183727720717562,0.56880125324435,0.0866332747784913,0.0607832592572267,0.156095810119936,0.415783598345698,0.0974347517493463,0.376546280208834,-0.122220067117512,2.64548451106355,0.437037188881032,0.614816656497163,0.489675508552635,"none","grey60","black"
"POLLNEAR","Pollock Northeast Arctic","AFWG-POLLNEAR-1957-2016-ICESIMP2016","Unknown","multinational","Europe non EU","North-East Arctic","Pollachius virens","Pollock",54,1960,2013,"MT","E00","MT","MT","TC",3,"fish","Actinopterygii","Gadiformes","Gadidae",118.832811573653,0.135178766096073,18362.0075863718,24.4662158818317,5.27970830602333,0.213934974123137,62.062253574998,1.06164201361005,0.0109354095257986,0.227650481476592,4.29571768773458,0.529106648104744,0.413612671849357,-0.117720983912659,0.546593987110812,0.0572920825464998,0.0399825582686012,0.183263482836843,3.22439347299739,0.416814166313604,0.335246857642899,-0.476917410272871,5.36704190247177,0.641399129895883,0.491978486055815,0.241475442447554,"none","grey60","black"
"POLLNS-VI-IIIa","Pollock ICES IIIa, VI and North Sea","WGNSSK-POLLNS-VI-IIIa-1964-2016-ICESIMP2016","Unknown","multinational","European Union","IIIa, VI and North Sea","Pollachius virens","Pollock",47,1967,2013,"MT","E00","MT","MT","TC",3,"fish","Actinopterygii","Gadiformes","Gadidae",118.832811573653,0.135178766096073,18362.0075863718,24.4662158818317,5.27970830602333,0.213934974123137,62.062253574998,10.2880221835582,0.0210262167807511,0.0424751017682619,2.11695914345117,0.339836193191846,0.436284517386109,-0.324357512941382,0.321347542892744,0.0644034706284509,0.0455727882777071,0.132260449879572,1.4871179593814,0.213605390760082,0.346961852361803,-0.583587994705344,2.74680032752095,0.466066995623609,0.525607182410414,-0.0651270311774203,"negative","red","red"
"POPERCHGA","Pacific ocean perch Gulf of Alaska","AFSC-POPERCHGA-1961-2015-SISIMP2016","Unknown","USA","US Alaska","Gulf of Alaska","Sebastes alutus","Pacific ocean perch",53,1961,2013,"MT","E00","MT","MT","TC",2,"fish","Actinopterygii","Scorpaeniformes","Sebastidae",43.3571190507531,0.125251896343034,1054.27626915291,55.1281810473126,9.82508800020516,0.100603031973743,29.3066435922834,7.30913590491193,0.00575002170391505,0.0635821164310581,1.88983914175979,0.348627431144184,0.655196103598333,0.352967163568499,0.337557394035349,0.0908862740445343,0.0645409861630516,0.163986861926285,1.22822664945051,0.170490334016897,0.528695770718752,0.0315529141929805,2.55145163406907,0.526764528271472,0.781696436477914,0.674381412944018,"positive","blue","blue"
"PSOLEPCOAST","Petrale sole Pacific Coast","NWFSC-PSOLEPCOAST-1876-2015-SISIMP2016","SS3","USA","US West Coast","Pacific Coast","Eopsetta jordani","Petrale sole",140,1876,2015,"MT","E00","MT","MT","TC",0,"fish","Actinopterygii","Pleuronectiformes","Pleuronectidae",53.5660953591053,0.149203078210487,4023.18060706424,27.6766249352777,7.93195173911285,0.192871010159989,35.362481725589,16.0166311155236,0.00626657478918195,0.0376525847243362,3.2356595142709,0.379662814282747,0.309903805914749,0.0157522307627873,0.315986165901839,0.0418005915516682,0.029518955164211,0.0673498868403565,2.61632662910329,0.297733654841477,0.252046653792895,-0.116253547444311,3.8549923994385,0.461591973724017,0.367760958036602,0.147758008969886,"none","grey60","black"
