"stockid","order","family","species","common_name","type","country","region","area","year","ssb","r","tl","f","ssb_units","r_units","tl_units","r_age","r_age1","m","sprf0"
"STROKEOFRY","Salmoniformes","Salmonidae","Oncorhynchus mykiss","Steelhead trout","freshwater","Canada","Canada West Coast","Keogh River, B.C.",1980,466000,27720,NA,NA,"Number of Eggs","Number of Fry",NA,"approx. 0",0,NA,NA
"STROKEOFRY","Salmoniformes","Salmonidae","Oncorhynchus mykiss","Steelhead trout","freshwater","Canada","Canada West Coast","Keogh River, B.C.",1981,845845,51156,NA,NA,"Number of Eggs","Number of Fry",NA,"approx. 0",0,NA,NA
"STROKEOFRY","Salmoniformes","Salmonidae","Oncorhynchus mykiss","Steelhead trout","freshwater","Canada","Canada West Coast","Keogh River, B.C.",1982,2589526,231840,NA,NA,"Number of Eggs","Number of Fry",NA,"approx. 0",0,NA,NA
"STROKEOFRY","Salmoniformes","Salmonidae","Oncorhynchus mykiss","Steelhead trout","freshwater","Canada","Canada West Coast","Keogh River, B.C.",1983,NA,NA,NA,NA,"Number of Eggs","Number of Fry",NA,"approx. 0",0,NA,NA
"STROKEOFRY","Salmoniformes","Salmonidae","Oncorhynchus mykiss","Steelhead trout","freshwater","Canada","Canada West Coast","Keogh River, B.C.",1984,NA,NA,NA,NA,"Number of Eggs","Number of Fry",NA,"approx. 0",0,NA,NA
"STROKEOFRY","Salmoniformes","Salmonidae","Oncorhynchus mykiss","Steelhead trout","freshwater","Canada","Canada West Coast","Keogh River, B.C.",1985,NA,NA,NA,NA,"Number of Eggs","Number of Fry",NA,"approx. 0",0,NA,NA
"STROKEOSMO","Salmoniformes","Salmonidae","Oncorhynchus mykiss","Steelhead trout","freshwater","Canada","Canada West Coast","Keogh River, B.C.",1976,2356227,6688,NA,NA,"Number of Eggs","Number of Smolts",NA,"approx. 4",4,NA,NA
"STROKEOSMO","Salmoniformes","Salmonidae","Oncorhynchus mykiss","Steelhead trout","freshwater","Canada","Canada West Coast","Keogh River, B.C.",1977,1043623,6914,NA,NA,"Number of Eggs","Number of Smolts",NA,"approx. 4",4,NA,NA
"STROKEOSMO","Salmoniformes","Salmonidae","Oncorhynchus mykiss","Steelhead trout","freshwater","Canada","Canada West Coast","Keogh River, B.C.",1978,1355242,7242,NA,NA,"Number of Eggs","Number of Smolts",NA,"approx. 4",4,NA,NA
"STROKEOSMO","Salmoniformes","Salmonidae","Oncorhynchus mykiss","Steelhead trout","freshwater","Canada","Canada West Coast","Keogh River, B.C.",1979,553154,6251,NA,NA,"Number of Eggs","Number of Smolts",NA,"approx. 4",4,NA,NA
"STROKEOSMO","Salmoniformes","Salmonidae","Oncorhynchus mykiss","Steelhead trout","freshwater","Canada","Canada West Coast","Keogh River, B.C.",1980,466000,6071,NA,NA,"Number of Eggs","Number of Smolts",NA,"approx. 4",4,NA,NA
"STROKEOSMO","Salmoniformes","Salmonidae","Oncorhynchus mykiss","Steelhead trout","freshwater","Canada","Canada West Coast","Keogh River, B.C.",1981,845845,5725,NA,NA,"Number of Eggs","Number of Smolts",NA,"approx. 4",4,NA,NA
"STROKEOSMO","Salmoniformes","Salmonidae","Oncorhynchus mykiss","Steelhead trout","freshwater","Canada","Canada West Coast","Keogh River, B.C.",1982,2589526,7834,NA,NA,"Number of Eggs","Number of Smolts",NA,"approx. 4",4,NA,NA
"STROKEOSMO","Salmoniformes","Salmonidae","Oncorhynchus mykiss","Steelhead trout","freshwater","Canada","Canada West Coast","Keogh River, B.C.",1983,NA,8024,NA,NA,"Number of Eggs","Number of Smolts",NA,"approx. 4",4,NA,NA
"STROKEOSMO","Salmoniformes","Salmonidae","Oncorhynchus mykiss","Steelhead trout","freshwater","Canada","Canada West Coast","Keogh River, B.C.",1984,NA,10750,NA,NA,"Number of Eggs","Number of Smolts",NA,"approx. 4",4,NA,NA
"STROKEOSMO","Salmoniformes","Salmonidae","Oncorhynchus mykiss","Steelhead trout","freshwater","Canada","Canada West Coast","Keogh River, B.C.",1985,NA,10407,NA,NA,"Number of Eggs","Number of Smolts",NA,"approx. 4",4,NA,NA
"SWORDNA","Perciformes","Xiphiidae","Xiphias gladius","Swordfish","marine","Atlantic Ocean","North Atlantic","North Atlantic",1977,NA,443.437,NA,NA,"Thousand tonnes","Thousands",NA,"1",1,"0.20","288.3039"
"SWORDNA","Perciformes","Xiphiidae","Xiphias gladius","Swordfish","marine","Atlantic Ocean","North Atlantic","North Atlantic",1978,34.3,451.238,NA,NA,"Thousand tonnes","Thousands",NA,"1",1,"0.20","288.3039"
"SWORDNA","Perciformes","Xiphiidae","Xiphias gladius","Swordfish","marine","Atlantic Ocean","North Atlantic","North Atlantic",1979,33.057,431.964,NA,NA,"Thousand tonnes","Thousands",NA,"1",1,"0.20","288.3039"
"SWORDNA","Perciformes","Xiphiidae","Xiphias gladius","Swordfish","marine","Atlantic Ocean","North Atlantic","North Atlantic",1980,29.362,435.738,NA,NA,"Thousand tonnes","Thousands",NA,"1",1,"0.20","288.3039"
"SWORDNA","Perciformes","Xiphiidae","Xiphias gladius","Swordfish","marine","Atlantic Ocean","North Atlantic","North Atlantic",1981,28.668,492.429,NA,NA,"Thousand tonnes","Thousands",NA,"1",1,"0.20","288.3039"
"SWORDNA","Perciformes","Xiphiidae","Xiphias gladius","Swordfish","marine","Atlantic Ocean","North Atlantic","North Atlantic",1982,28.888,512.743,NA,NA,"Thousand tonnes","Thousands",NA,"1",1,"0.20","288.3039"
"SWORDNA","Perciformes","Xiphiidae","Xiphias gladius","Swordfish","marine","Atlantic Ocean","North Atlantic","North Atlantic",1983,25.122,531.039,NA,NA,"Thousand tonnes","Thousands",NA,"1",1,"0.20","288.3039"
"SWORDNA","Perciformes","Xiphiidae","Xiphias gladius","Swordfish","marine","Atlantic Ocean","North Atlantic","North Atlantic",1984,22.592,637.693,NA,NA,"Thousand tonnes","Thousands",NA,"1",1,"0.20","288.3039"
"SWORDNA","Perciformes","Xiphiidae","Xiphias gladius","Swordfish","marine","Atlantic Ocean","North Atlantic","North Atlantic",1985,21.423,657.7,NA,NA,"Thousand tonnes","Thousands",NA,"1",1,"0.20","288.3039"
"SWORDNA","Perciformes","Xiphiidae","Xiphias gladius","Swordfish","marine","Atlantic Ocean","North Atlantic","North Atlantic",1986,19.641,672.725,NA,NA,"Thousand tonnes","Thousands",NA,"1",1,"0.20","288.3039"
"SWORDNA","Perciformes","Xiphiidae","Xiphias gladius","Swordfish","marine","Atlantic Ocean","North Atlantic","North Atlantic",1987,15.651,667.211,NA,NA,"Thousand tonnes","Thousands",NA,"1",1,"0.20","288.3039"
"SWORDNA","Perciformes","Xiphiidae","Xiphias gladius","Swordfish","marine","Atlantic Ocean","North Atlantic","North Atlantic",1988,11.941,646.691,NA,NA,"Thousand tonnes","Thousands",NA,"1",1,"0.20","288.3039"
"SWORDNA","Perciformes","Xiphiidae","Xiphias gladius","Swordfish","marine","Atlantic Ocean","North Atlantic","North Atlantic",1989,11.633,553.478,NA,NA,"Thousand tonnes","Thousands",NA,"1",1,"0.20","288.3039"
"SWORDNA","Perciformes","Xiphiidae","Xiphias gladius","Swordfish","marine","Atlantic Ocean","North Atlantic","North Atlantic",1990,11.206,544.326,NA,NA,"Thousand tonnes","Thousands",NA,"1",1,"0.20","288.3039"
"SWORDNA","Perciformes","Xiphiidae","Xiphias gladius","Swordfish","marine","Atlantic Ocean","North Atlantic","North Atlantic",1991,11.343,524.029,NA,NA,"Thousand tonnes","Thousands",NA,"1",1,"0.20","288.3039"
"SWORDNA","Perciformes","Xiphiidae","Xiphias gladius","Swordfish","marine","Atlantic Ocean","North Atlantic","North Atlantic",1992,11.19,556.659,NA,NA,"Thousand tonnes","Thousands",NA,"1",1,"0.20","288.3039"
"SWORDNA","Perciformes","Xiphiidae","Xiphias gladius","Swordfish","marine","Atlantic Ocean","North Atlantic","North Atlantic",1993,10.194,562.846,NA,NA,"Thousand tonnes","Thousands",NA,"1",1,"0.20","288.3039"
"SWORDNA","Perciformes","Xiphiidae","Xiphias gladius","Swordfish","marine","Atlantic Ocean","North Atlantic","North Atlantic",1994,9.54,584.592,NA,NA,"Thousand tonnes","Thousands",NA,"1",1,"0.20","288.3039"
"SWORDNA","Perciformes","Xiphiidae","Xiphias gladius","Swordfish","marine","Atlantic Ocean","North Atlantic","North Atlantic",1995,7.67,NA,NA,NA,"Thousand tonnes","Thousands",NA,"1",1,"0.20","288.3039"
"THORNYGA","Scorpaeniformes","Scorpaenidae","Sebastolobus alascanus","Shortspine thornyhead","marine","USA","US Alaska","Gulf of Alaska",1962,NA,36879,NA,NA,"Tonnes","Thousands","Tonnes","5",5,"0.07",NA
"THORNYGA","Scorpaeniformes","Scorpaenidae","Sebastolobus alascanus","Shortspine thornyhead","marine","USA","US Alaska","Gulf of Alaska",1963,NA,35206,NA,NA,"Tonnes","Thousands","Tonnes","5",5,"0.07",NA
"THORNYGA","Scorpaeniformes","Scorpaenidae","Sebastolobus alascanus","Shortspine thornyhead","marine","USA","US Alaska","Gulf of Alaska",1964,NA,36969,NA,NA,"Tonnes","Thousands","Tonnes","5",5,"0.07",NA
"THORNYGA","Scorpaeniformes","Scorpaenidae","Sebastolobus alascanus","Shortspine thornyhead","marine","USA","US Alaska","Gulf of Alaska",1965,NA,44405,NA,NA,"Tonnes","Thousands","Tonnes","5",5,"0.07",NA
"THORNYGA","Scorpaeniformes","Scorpaenidae","Sebastolobus alascanus","Shortspine thornyhead","marine","USA","US Alaska","Gulf of Alaska",1966,NA,66220,NA,NA,"Tonnes","Thousands","Tonnes","5",5,"0.07",NA
"THORNYGA","Scorpaeniformes","Scorpaenidae","Sebastolobus alascanus","Shortspine thornyhead","marine","USA","US Alaska","Gulf of Alaska",1967,24930,59902,7,NA,"Tonnes","Thousands","Tonnes","5",5,"0.07",NA
"THORNYGA","Scorpaeniformes","Scorpaenidae","Sebastolobus alascanus","Shortspine thornyhead","marine","USA","US Alaska","Gulf of Alaska",1968,25340,44006,62,NA,"Tonnes","Thousands","Tonnes","5",5,"0.07",NA
"THORNYGA","Scorpaeniformes","Scorpaenidae","Sebastolobus alascanus","Shortspine thornyhead","marine","USA","US Alaska","Gulf of Alaska",1969,25768,40091,97,NA,"Tonnes","Thousands","Tonnes","5",5,"0.07",NA
"THORNYGA","Scorpaeniformes","Scorpaenidae","Sebastolobus alascanus","Shortspine thornyhead","marine","USA","US Alaska","Gulf of Alaska",1970,26210,41986,53,NA,"Tonnes","Thousands","Tonnes","5",5,"0.07",NA
"THORNYGA","Scorpaeniformes","Scorpaenidae","Sebastolobus alascanus","Shortspine thornyhead","marine","USA","US Alaska","Gulf of Alaska",1971,26704,38635,241,NA,"Tonnes","Thousands","Tonnes","5",5,"0.07",NA
"THORNYGA","Scorpaeniformes","Scorpaenidae","Sebastolobus alascanus","Shortspine thornyhead","marine","USA","US Alaska","Gulf of Alaska",1972,27131,28654,216,NA,"Tonnes","Thousands","Tonnes","5",5,"0.07",NA
"THORNYGA","Scorpaeniformes","Scorpaenidae","Sebastolobus alascanus","Shortspine thornyhead","marine","USA","US Alaska","Gulf of Alaska",1973,27581,26255,1565,NA,"Tonnes","Thousands","Tonnes","5",5,"0.07",NA
"THORNYGA","Scorpaeniformes","Scorpaenidae","Sebastolobus alascanus","Shortspine thornyhead","marine","USA","US Alaska","Gulf of Alaska",1974,27399,25584,1537,NA,"Tonnes","Thousands","Tonnes","5",5,"0.07",NA
"THORNYGA","Scorpaeniformes","Scorpaenidae","Sebastolobus alascanus","Shortspine thornyhead","marine","USA","US Alaska","Gulf of Alaska",1975,27241,25113,1229,NA,"Tonnes","Thousands","Tonnes","5",5,"0.07",NA
"THORNYGA","Scorpaeniformes","Scorpaenidae","Sebastolobus alascanus","Shortspine thornyhead","marine","USA","US Alaska","Gulf of Alaska",1976,27237,23484,1313,NA,"Tonnes","Thousands","Tonnes","5",5,"0.07",NA
"THORNYGA","Scorpaeniformes","Scorpaenidae","Sebastolobus alascanus","Shortspine thornyhead","marine","USA","US Alaska","Gulf of Alaska",1977,27176,21484,1397,NA,"Tonnes","Thousands","Tonnes","5",5,"0.07",NA
"THORNYGA","Scorpaeniformes","Scorpaenidae","Sebastolobus alascanus","Shortspine thornyhead","marine","USA","US Alaska","Gulf of Alaska",1978,27057,23900,786,NA,"Tonnes","Thousands","Tonnes","5",5,"0.07",NA
"THORNYGA","Scorpaeniformes","Scorpaenidae","Sebastolobus alascanus","Shortspine thornyhead","marine","USA","US Alaska","Gulf of Alaska",1979,27218,29306,1098,NA,"Tonnes","Thousands","Tonnes","5",5,"0.07",NA
"THORNYGA","Scorpaeniformes","Scorpaenidae","Sebastolobus alascanus","Shortspine thornyhead","marine","USA","US Alaska","Gulf of Alaska",1980,27206,46640,1485,NA,"Tonnes","Thousands","Tonnes","5",5,"0.07",NA
"THORNYGA","Scorpaeniformes","Scorpaenidae","Sebastolobus alascanus","Shortspine thornyhead","marine","USA","US Alaska","Gulf of Alaska",1981,26971,50491,1340,NA,"Tonnes","Thousands","Tonnes","5",5,"0.07",NA
"THORNYGA","Scorpaeniformes","Scorpaenidae","Sebastolobus alascanus","Shortspine thornyhead","marine","USA","US Alaska","Gulf of Alaska",1982,26751,46749,787,NA,"Tonnes","Thousands","Tonnes","5",5,"0.07",NA
"THORNYGA","Scorpaeniformes","Scorpaenidae","Sebastolobus alascanus","Shortspine thornyhead","marine","USA","US Alaska","Gulf of Alaska",1983,26749,54967,729,NA,"Tonnes","Thousands","Tonnes","5",5,"0.07",NA
"THORNYGA","Scorpaeniformes","Scorpaenidae","Sebastolobus alascanus","Shortspine thornyhead","marine","USA","US Alaska","Gulf of Alaska",1984,26722,45219,208,NA,"Tonnes","Thousands","Tonnes","5",5,"0.07",NA
"THORNYGA","Scorpaeniformes","Scorpaenidae","Sebastolobus alascanus","Shortspine thornyhead","marine","USA","US Alaska","Gulf of Alaska",1985,26915,52051,82,NA,"Tonnes","Thousands","Tonnes","5",5,"0.07",NA
"THORNYGA","Scorpaeniformes","Scorpaenidae","Sebastolobus alascanus","Shortspine thornyhead","marine","USA","US Alaska","Gulf of Alaska",1986,27147,33611,714,NA,"Tonnes","Thousands","Tonnes","5",5,"0.07",NA
"THORNYGA","Scorpaeniformes","Scorpaenidae","Sebastolobus alascanus","Shortspine thornyhead","marine","USA","US Alaska","Gulf of Alaska",1987,27051,76568,1970,NA,"Tonnes","Thousands","Tonnes","5",5,"0.07",NA
"THORNYGA","Scorpaeniformes","Scorpaenidae","Sebastolobus alascanus","Shortspine thornyhead","marine","USA","US Alaska","Gulf of Alaska",1988,26393,35917,2508,NA,"Tonnes","Thousands","Tonnes","5",5,"0.07",NA
"THORNYGA","Scorpaeniformes","Scorpaenidae","Sebastolobus alascanus","Shortspine thornyhead","marine","USA","US Alaska","Gulf of Alaska",1989,25607,34163,3079,NA,"Tonnes","Thousands","Tonnes","5",5,"0.07",NA
"THORNYGA","Scorpaeniformes","Scorpaenidae","Sebastolobus alascanus","Shortspine thornyhead","marine","USA","US Alaska","Gulf of Alaska",1990,24651,34409,1575,NA,"Tonnes","Thousands","Tonnes","5",5,"0.07",NA
"THORNYGA","Scorpaeniformes","Scorpaenidae","Sebastolobus alascanus","Shortspine thornyhead","marine","USA","US Alaska","Gulf of Alaska",1991,24225,25869,2013,NA,"Tonnes","Thousands","Tonnes","5",5,"0.07",NA
"THORNYGA","Scorpaeniformes","Scorpaenidae","Sebastolobus alascanus","Shortspine thornyhead","marine","USA","US Alaska","Gulf of Alaska",1992,23650,29225,2020,NA,"Tonnes","Thousands","Tonnes","5",5,"0.07",NA
"THORNYGA","Scorpaeniformes","Scorpaenidae","Sebastolobus alascanus","Shortspine thornyhead","marine","USA","US Alaska","Gulf of Alaska",1993,23132,NA,1369,NA,"Tonnes","Thousands","Tonnes","5",5,"0.07",NA
"THORNYGA","Scorpaeniformes","Scorpaenidae","Sebastolobus alascanus","Shortspine thornyhead","marine","USA","US Alaska","Gulf of Alaska",1994,22965,NA,1298,NA,"Tonnes","Thousands","Tonnes","5",5,"0.07",NA
"THORNYGA","Scorpaeniformes","Scorpaenidae","Sebastolobus alascanus","Shortspine thornyhead","marine","USA","US Alaska","Gulf of Alaska",1995,22883,NA,2034,NA,"Tonnes","Thousands","Tonnes","5",5,"0.07",NA
"THORNYGA","Scorpaeniformes","Scorpaenidae","Sebastolobus alascanus","Shortspine thornyhead","marine","USA","US Alaska","Gulf of Alaska",1996,22812,NA,1913,NA,"Tonnes","Thousands","Tonnes","5",5,"0.07",NA
"THORNYGA","Scorpaeniformes","Scorpaenidae","Sebastolobus alascanus","Shortspine thornyhead","marine","USA","US Alaska","Gulf of Alaska",1997,22778,NA,1087,NA,"Tonnes","Thousands","Tonnes","5",5,"0.07",NA
"TIGPEXM","Decapoda","Penaeidea","Penaeus esculentus","Tiger prawn","marine","Oceania","Australia","Exmouth Gulf, Western Australia",1970,18.9,10,NA,NA,"Spawning stock index","Recruitment index",NA,NA,NA,NA,NA
"TIGPEXM","Decapoda","Penaeidea","Penaeus esculentus","Tiger prawn","marine","Oceania","Australia","Exmouth Gulf, Western Australia",1971,5.7,19.3,NA,NA,"Spawning stock index","Recruitment index",NA,NA,NA,NA,NA
"TIGPEXM","Decapoda","Penaeidea","Penaeus esculentus","Tiger prawn","marine","Oceania","Australia","Exmouth Gulf, Western Australia",1972,12.9,21.1,NA,NA,"Spawning stock index","Recruitment index",NA,NA,NA,NA,NA
"TIGPEXM","Decapoda","Penaeidea","Penaeus esculentus","Tiger prawn","marine","Oceania","Australia","Exmouth Gulf, Western Australia",1973,10,18.6,NA,NA,"Spawning stock index","Recruitment index",NA,NA,NA,NA,NA
"TIGPEXM","Decapoda","Penaeidea","Penaeus esculentus","Tiger prawn","marine","Oceania","Australia","Exmouth Gulf, Western Australia",1974,8.2,37.1,NA,NA,"Spawning stock index","Recruitment index",NA,NA,NA,NA,NA
"TIGPEXM","Decapoda","Penaeidea","Penaeus esculentus","Tiger prawn","marine","Oceania","Australia","Exmouth Gulf, Western Australia",1975,24.3,27.9,NA,NA,"Spawning stock index","Recruitment index",NA,NA,NA,NA,NA
"TIGPEXM","Decapoda","Penaeidea","Penaeus esculentus","Tiger prawn","marine","Oceania","Australia","Exmouth Gulf, Western Australia",1976,10.2,22.1,NA,NA,"Spawning stock index","Recruitment index",NA,NA,NA,NA,NA
"TIGPEXM","Decapoda","Penaeidea","Penaeus esculentus","Tiger prawn","marine","Oceania","Australia","Exmouth Gulf, Western Australia",1977,10.5,27.1,NA,NA,"Spawning stock index","Recruitment index",NA,NA,NA,NA,NA
"TIGPEXM","Decapoda","Penaeidea","Penaeus esculentus","Tiger prawn","marine","Oceania","Australia","Exmouth Gulf, Western Australia",1978,11.4,19.3,NA,NA,"Spawning stock index","Recruitment index",NA,NA,NA,NA,NA
"TIGPEXM","Decapoda","Penaeidea","Penaeus esculentus","Tiger prawn","marine","Oceania","Australia","Exmouth Gulf, Western Australia",1979,7.5,19.6,NA,NA,"Spawning stock index","Recruitment index",NA,NA,NA,NA,NA
"TIGPEXM","Decapoda","Penaeidea","Penaeus esculentus","Tiger prawn","marine","Oceania","Australia","Exmouth Gulf, Western Australia",1980,6.1,12.5,NA,NA,"Spawning stock index","Recruitment index",NA,NA,NA,NA,NA
"TIGPEXM","Decapoda","Penaeidea","Penaeus esculentus","Tiger prawn","marine","Oceania","Australia","Exmouth Gulf, Western Australia",1981,3.1,6.8,NA,NA,"Spawning stock index","Recruitment index",NA,NA,NA,NA,NA
"TIGPEXM","Decapoda","Penaeidea","Penaeus esculentus","Tiger prawn","marine","Oceania","Australia","Exmouth Gulf, Western Australia",1982,2.3,8.9,NA,NA,"Spawning stock index","Recruitment index",NA,NA,NA,NA,NA
"TIGPEXM","Decapoda","Penaeidea","Penaeus esculentus","Tiger prawn","marine","Oceania","Australia","Exmouth Gulf, Western Australia",1983,3.8,16.4,NA,NA,"Spawning stock index","Recruitment index",NA,NA,NA,NA,NA
"TREVALLY","Perciformes","Lactariidae","Lactarius lactarius","False trevally","marine","Asia","Thailand","Gulf of Thailand",1963,2087,239,NA,"0.22","Thousands tonnes","Millions",NA,"0",0,NA,"19.28366"
"TREVALLY","Perciformes","Lactariidae","Lactarius lactarius","False trevally","marine","Asia","Thailand","Gulf of Thailand",1964,NA,NA,NA,NA,"Thousands tonnes","Millions",NA,"0",0,NA,"19.28366"
"TREVALLY","Perciformes","Lactariidae","Lactarius lactarius","False trevally","marine","Asia","Thailand","Gulf of Thailand",1965,NA,NA,NA,NA,"Thousands tonnes","Millions",NA,"0",0,NA,"19.28366"
"TREVALLY","Perciformes","Lactariidae","Lactarius lactarius","False trevally","marine","Asia","Thailand","Gulf of Thailand",1966,1277,292,NA,"0.64","Thousands tonnes","Millions",NA,"0",0,NA,"19.28366"
"TREVALLY","Perciformes","Lactariidae","Lactarius lactarius","False trevally","marine","Asia","Thailand","Gulf of Thailand",1967,422,138,NA,"0.87","Thousands tonnes","Millions",NA,"0",0,NA,"19.28366"
"TREVALLY","Perciformes","Lactariidae","Lactarius lactarius","False trevally","marine","Asia","Thailand","Gulf of Thailand",1968,444,202,NA,"1.09","Thousands tonnes","Millions",NA,"0",0,NA,"19.28366"
"TREVALLY","Perciformes","Lactariidae","Lactarius lactarius","False trevally","marine","Asia","Thailand","Gulf of Thailand",1969,191,908,NA,"1.12","Thousands tonnes","Millions",NA,"0",0,NA,"19.28366"
"TREVALLY","Perciformes","Lactariidae","Lactarius lactarius","False trevally","marine","Asia","Thailand","Gulf of Thailand",1970,29.8,15.5,NA,"1.18","Thousands tonnes","Millions",NA,"0",0,NA,"19.28366"
"TREVALLY","Perciformes","Lactariidae","Lactarius lactarius","False trevally","marine","Asia","Thailand","Gulf of Thailand",1971,37.8,55.5,NA,"1.92","Thousands tonnes","Millions",NA,"0",0,NA,"19.28366"
"TREVALLY","Perciformes","Lactariidae","Lactarius lactarius","False trevally","marine","Asia","Thailand","Gulf of Thailand",1972,4,8.9,NA,"2.23","Thousands tonnes","Millions",NA,"0",0,NA,"19.28366"
"TURBOTBLACK","Pleuronectiformes","Bothidae","Scophthalmus maeoticus","Black Sea turbot","marine","Europe","Europe","Black Sea",1950,NA,NA,3049.4,NA,"Thousand tonnes","Millions","Tonnes","2",2,"0.19",NA
"TURBOTBLACK","Pleuronectiformes","Bothidae","Scophthalmus maeoticus","Black Sea turbot","marine","Europe","Europe","Black Sea",1951,NA,NA,3704.6,NA,"Thousand tonnes","Millions","Tonnes","2",2,"0.19",NA
"TURBOTBLACK","Pleuronectiformes","Bothidae","Scophthalmus maeoticus","Black Sea turbot","marine","Europe","Europe","Black Sea",1952,NA,NA,1696.4,NA,"Thousand tonnes","Millions","Tonnes","2",2,"0.19",NA
"TURBOTBLACK","Pleuronectiformes","Bothidae","Scophthalmus maeoticus","Black Sea turbot","marine","Europe","Europe","Black Sea",1953,NA,NA,1272.9,NA,"Thousand tonnes","Millions","Tonnes","2",2,"0.19",NA
"TURBOTBLACK","Pleuronectiformes","Bothidae","Scophthalmus maeoticus","Black Sea turbot","marine","Europe","Europe","Black Sea",1954,NA,NA,1583.5,NA,"Thousand tonnes","Millions","Tonnes","2",2,"0.19",NA
"TURBOTBLACK","Pleuronectiformes","Bothidae","Scophthalmus maeoticus","Black Sea turbot","marine","Europe","Europe","Black Sea",1955,NA,NA,2011.7,NA,"Thousand tonnes","Millions","Tonnes","2",2,"0.19",NA
"TURBOTBLACK","Pleuronectiformes","Bothidae","Scophthalmus maeoticus","Black Sea turbot","marine","Europe","Europe","Black Sea",1956,NA,NA,2159.7,NA,"Thousand tonnes","Millions","Tonnes","2",2,"0.19",NA
"TURBOTBLACK","Pleuronectiformes","Bothidae","Scophthalmus maeoticus","Black Sea turbot","marine","Europe","Europe","Black Sea",1957,NA,NA,5447.2,NA,"Thousand tonnes","Millions","Tonnes","2",2,"0.19",NA
"TURBOTBLACK","Pleuronectiformes","Bothidae","Scophthalmus maeoticus","Black Sea turbot","marine","Europe","Europe","Black Sea",1958,NA,NA,2842.8,NA,"Thousand tonnes","Millions","Tonnes","2",2,"0.19",NA
"TURBOTBLACK","Pleuronectiformes","Bothidae","Scophthalmus maeoticus","Black Sea turbot","marine","Europe","Europe","Black Sea",1959,NA,NA,3275.5,NA,"Thousand tonnes","Millions","Tonnes","2",2,"0.19",NA
"TURBOTBLACK","Pleuronectiformes","Bothidae","Scophthalmus maeoticus","Black Sea turbot","marine","Europe","Europe","Black Sea",1960,NA,NA,4662.4,NA,"Thousand tonnes","Millions","Tonnes","2",2,"0.19",NA
"TURBOTBLACK","Pleuronectiformes","Bothidae","Scophthalmus maeoticus","Black Sea turbot","marine","Europe","Europe","Black Sea",1961,NA,NA,5306.5,NA,"Thousand tonnes","Millions","Tonnes","2",2,"0.19",NA
"TURBOTBLACK","Pleuronectiformes","Bothidae","Scophthalmus maeoticus","Black Sea turbot","marine","Europe","Europe","Black Sea",1962,NA,NA,2851.8,NA,"Thousand tonnes","Millions","Tonnes","2",2,"0.19",NA
"TURBOTBLACK","Pleuronectiformes","Bothidae","Scophthalmus maeoticus","Black Sea turbot","marine","Europe","Europe","Black Sea",1963,NA,NA,526.9,NA,"Thousand tonnes","Millions","Tonnes","2",2,"0.19",NA
"TURBOTBLACK","Pleuronectiformes","Bothidae","Scophthalmus maeoticus","Black Sea turbot","marine","Europe","Europe","Black Sea",1964,NA,NA,428.4,NA,"Thousand tonnes","Millions","Tonnes","2",2,"0.19",NA
"TURBOTBLACK","Pleuronectiformes","Bothidae","Scophthalmus maeoticus","Black Sea turbot","marine","Europe","Europe","Black Sea",1965,NA,NA,849.4,NA,"Thousand tonnes","Millions","Tonnes","2",2,"0.19",NA
"TURBOTBLACK","Pleuronectiformes","Bothidae","Scophthalmus maeoticus","Black Sea turbot","marine","Europe","Europe","Black Sea",1966,NA,NA,1115.6,NA,"Thousand tonnes","Millions","Tonnes","2",2,"0.19",NA
"TURBOTBLACK","Pleuronectiformes","Bothidae","Scophthalmus maeoticus","Black Sea turbot","marine","Europe","Europe","Black Sea",1967,NA,NA,1449.9,NA,"Thousand tonnes","Millions","Tonnes","2",2,"0.19",NA
"TURBOTBLACK","Pleuronectiformes","Bothidae","Scophthalmus maeoticus","Black Sea turbot","marine","Europe","Europe","Black Sea",1968,NA,3.17,1383.1,NA,"Thousand tonnes","Millions","Tonnes","2",2,"0.19",NA
"TURBOTBLACK","Pleuronectiformes","Bothidae","Scophthalmus maeoticus","Black Sea turbot","marine","Europe","Europe","Black Sea",1969,NA,1.85,917.1,NA,"Thousand tonnes","Millions","Tonnes","2",2,"0.19",NA
"TURBOTBLACK","Pleuronectiformes","Bothidae","Scophthalmus maeoticus","Black Sea turbot","marine","Europe","Europe","Black Sea",1970,21.8,2.38,444.1,NA,"Thousand tonnes","Millions","Tonnes","2",2,"0.19",NA
"TURBOTBLACK","Pleuronectiformes","Bothidae","Scophthalmus maeoticus","Black Sea turbot","marine","Europe","Europe","Black Sea",1971,18.9,2.02,NA,NA,"Thousand tonnes","Millions","Tonnes","2",2,"0.19",NA
"TURBOTBLACK","Pleuronectiformes","Bothidae","Scophthalmus maeoticus","Black Sea turbot","marine","Europe","Europe","Black Sea",1972,18.7,2.59,NA,NA,"Thousand tonnes","Millions","Tonnes","2",2,"0.19",NA
"TURBOTBLACK","Pleuronectiformes","Bothidae","Scophthalmus maeoticus","Black Sea turbot","marine","Europe","Europe","Black Sea",1973,18.1,3.26,NA,NA,"Thousand tonnes","Millions","Tonnes","2",2,"0.19",NA
"TURBOTBLACK","Pleuronectiformes","Bothidae","Scophthalmus maeoticus","Black Sea turbot","marine","Europe","Europe","Black Sea",1974,17.4,3.47,NA,NA,"Thousand tonnes","Millions","Tonnes","2",2,"0.19",NA
