"species","species_orig","species_use","linf_cm","k","winf_g","tmax_yr","tmat_yr","m","lmat_cm","temp_c"
"Atheresthes stomias","Atheresthes stomias","Atheresthes stomias",68.5489097441645,0.119846732300758,3650.77103261616,23.6760107532432,5.946775373065,0.176256804273318,34.1306404578802,9.3717240578145
"Engraulis anchoita","Engraulis anchoita","Engraulis anchoita",18.9950684429824,0.386506391433076,43.1404700235761,4.85056920951764,1.52433472220895,0.924896831606378,10.3575897340684,18.2836323688888
"Merluccius hubbsi","Merluccius hubbsi","Merluccius hubbsi",68.3555589329178,0.221322451046077,2486.57834310537,12.6590119801591,3.67631625241737,0.400870870075933,37.8955779208675,12.3792339027439
"Pleurogrammus azonus","Pleurogrammus azonus","Pleurogrammus azonus",36.7880748476549,0.379351558527858,363.575747373592,10.6645436665338,3.51395839437638,0.542480900548659,25.356085160046,9.34226225338669
"Decapterus muroadsi","Decapterus muroadsi","Decapterus muroadsi",29.6148834535477,0.80910440546347,175.540463929256,4.17831057315511,1.06038273821582,1.6088312472565,15.5889962142044,25.1941597504476
"Thunnus thynnus","Thunnus thynnus","Thunnus thynnus",351.105145078083,0.0979841406361893,660586.726369746,24.7213539250978,7.82127945934583,0.152336187713751,175.556413394898,15.8691666908895
"Hippoglossus hippoglossus","Hippoglossus hippoglossus","Hippoglossus hippoglossus",204.497916488428,0.0653556464571464,144635.472636115,42.9334514856674,12.6849041902008,0.116466518502922,97.3357083552136,9.92714109145773
"Pleurogrammus monopterygius","Pleurogrammus monopterygius","Pleurogrammus monopterygius",45.4665862657319,0.433781217294873,571.82873879973,11.5144809928042,3.93400721376365,0.56520880957024,33.8079418909366,8.02428216224085
"Micropogonias undulatus","Micropogonias undulatus","Micropogonias undulatus",32.0508828189215,0.385868536830198,362.83820841107,6.25591775889864,1.66825943763086,0.821091727450257,16.1095768763344,24.7693154393634
"Dissostichus mawsoni","Dissostichus mawsoni","Dissostichus mawsoni",148.247302193527,0.0823818237620116,37034.4929756934,27.567736895896,9.13673825872025,0.157008927458374,76.8507094377121,9.92662827938937
"Sebastes aurora","Sebastes aurora","Sebastes aurora",38.0088829763065,0.128353478619067,930.755733019741,45.5742238919303,9.03826338969516,0.100069344932279,26.4090407384095,10.7930228205853
"Arripis trutta","Arripis trutta","Arripis trutta",29.1994208857869,0.353658640284217,215.636531261766,11.2363992372699,2.94500987973301,0.60432175718227,18.5621599142342,14.6515745923668
"Anarhichas lupus","Anarhichas lupus","Anarhichas lupus",126.211868013796,0.0835567901567697,20218.6595002494,33.257803020146,8.52784655092194,0.134972577812955,65.8779002146707,6.97117519836001
"Callinectes sapidus","Callinectes sapidus","Callinectes sapidus",NA,NA,NA,NA,NA,NA,NA,NA
"Pseudotolithus elongatus","Pseudotolithus elongatus","Pseudotolithus elongatus",51.4611633142753,0.319004292107768,1078.53860808417,11.8583661493803,3.1727693351502,0.463086393877425,31.6419213358151,16.6994700076314
"Macruronus novaezelandiae","Macruronus novaezelandiae","Macruronus novaezelandiae",107.298658646441,0.176257043148184,3661.68767207755,21.2011708711344,5.74300500420237,0.237023380049284,62.4447695793857,11.4681668698721
"Sebastes melanostomus","Sebastes melanostomus","Sebastes melanostomus",47.1796738720043,0.0691986977253373,2318.33999059147,77.9848215523756,15.5259003180613,0.0598848587805147,31.3561803536831,13.1764368173388
"Brachydeuterus auritus","Brachydeuterus auritus","Brachydeuterus auritus",24.1888705374583,0.411423948254355,196.340974413735,9.36376160249304,2.03300427266565,0.794946117088516,13.4389604693631,25.1713492866592
"Merluccius polli","Merluccius polli","Merluccius polli",69.2604708253369,0.256442420869336,2724.18315186179,11.1551245953372,3.22399186760952,0.472901444747815,37.6825488761188,16.1564776768535
"Sphyrna tiburo","Sphyrna tiburo","Sphyrna tiburo",116.914824899,0.279742372556918,5542.69165606401,15.728081442859,5.10151112030131,0.330356012140777,81.8563812667902,25.4419699012307
"Thunnus obesus","Thunnus obesus","Thunnus obesus",200.905020335261,0.188156091541074,90654.4214412388,12.6444860937059,4.06656175872376,0.327124601839471,99.5200622023409,20.9351892315495
"Centroberyx gerrardi","Centroberyx gerrardi","Centroberyx gerrardi",30.0096252642524,0.231372841838781,350.842701216519,9.64748121010863,3.37841838975427,0.51478517083471,17.4512225530556,13.5054073343073
"Raja binoculata","Raja binoculata","Raja binoculata",99.3804012058472,0.149468149784092,5559.07497459624,15.4177969504971,7.10318194624213,0.265035522319558,68.5612060962735,12.5326167282999
"Trachurus picturatus","Trachurus picturatus","Trachurus picturatus",55.7661872936768,0.172475142918202,1885.5328846662,16.8351845038593,4.13434019543263,0.357290441180723,28.0588766692324,16.8430380465173
"Epigonus telescopus","Epigonus telescopus","Epigonus telescopus",127.453274541544,0.0707090628027428,24773.5987889315,47.2118200583306,10.2005273842996,0.0885719244939891,66.8606774256205,14.2819769454904
"Paralithodes platypus","Paralithodes platypus","Paralithodes platypus",NA,NA,NA,NA,NA,NA,NA,NA
"Mycteroperca bonaci","Mycteroperca bonaci","Mycteroperca bonaci",125.718786094566,0.125599705650434,28166.9660407197,28.6654598084725,9.67624257985243,0.227923466123613,71.7415284540747,24.4648981239217
"Allocyttus niger","Allocyttus niger","Allocyttus niger",38.3924471177904,0.0734378887266394,1289.86257082302,37.6851380062713,14.184886388125,0.134379680825151,28.2648946075009,10.9981151286856
"Sebastes melanops","Sebastes melanops","Sebastes melanops",49.417653223595,0.146964145236459,2050.29610098954,42.7199550955174,8.42602885138929,0.109057250962829,33.9043262776203,12.3659732489379
"Molva dypterygia","Molva dypterygia","Molva dypterygia",137.649502200625,0.131493924336408,13984.7261889202,20.3672280552245,6.33797172084637,0.228538430351296,74.5783414557506,8.96266934928973
"Istiompax indica","Istiompax indica","Istiompax indica",137.842313540831,0.383595424753986,15037.3795153099,10.2039887899543,2.44660389692312,0.512589141514266,70.2188316329432,19.0574592421407
"Prionace glauca","Prionace glauca","Prionace glauca",336.571084754246,0.130597189293321,244825.033646397,20.2013485548959,8.86376656880939,0.21396988466347,212.099983060967,12.3941811043238
"Caulolatilus microps","Caulolatilus microps","Caulolatilus microps",75.3115924145401,0.172484602206882,3904.76602108268,14.3510408221112,3.85127459361569,0.313289020132273,37.3211250607809,22.5543438402158
"Pomatomus saltatrix","Pomatomus saltatrix","Pomatomus saltatrix",99.8537955516183,0.185448659582066,9538.00162994097,9.6392967700102,2.6779024375532,0.378864828443736,42.6989858778237,23.0941495489717
"Sebastes mystinus","Sebastes mystinus","Sebastes mystinus",35.2447874084737,0.155359961966541,791.072154376756,38.4375579327688,7.57864306042342,0.123828172163729,24.2142262622226,14.5922410584446
"Scomber australasicus","Scomber australasicus","Scomber australasicus",39.33812431554,0.378616370922957,702.021056795293,7.96903005643873,2.18195234834117,0.569169493816239,23.1887232629687,22.5467043861144
"Makaira nigricans","Makaira nigricans","Makaira nigricans",430.897759757448,0.280475633345384,429656.875789835,16.8466629348774,3.85296899736425,0.328342363534166,202.378663350328,24.053444870992
"Makaira mazara","Makaira mazara","Makaira mazara",469.932498134381,0.194069783280333,644705.360765834,25.1701718109396,5.58884055181642,0.224538819545233,221.923526817253,24.217480945986
"Sebastes rufus","Sebastes rufus","Sebastes rufus",38.0088829763065,0.128353478619067,930.755733019741,45.5742238919303,9.03826338969516,0.100069344932279,26.4090407384095,10.7930228205853
"Carcharhinus acronotus","Carcharhinus acronotus","Carcharhinus acronotus",162.637133196838,0.204458783384171,47814.3690079412,11.430209254863,6.20475665026018,0.351344842739219,117.034370501054,22.4537855886949
"Hyperoglyphe antarctica","Hyperoglyphe antarctica","Hyperoglyphe antarctica",96.0527367615182,0.131405045081084,17154.2706638653,21.7129595330342,5.6943159286019,0.223280578226105,51.5868288905355,11.9320048551187
"Capros aper","Capros aper","Capros aper",14.1346500456774,0.272552542424377,44.3321384586659,12.202738136241,2.86340136380394,0.500107313297676,8.50019988221929,17.2678181925143
"Sebastes paucispinis","Sebastes paucispinis","Sebastes paucispinis",37.9332703513578,0.136548765904023,1078.4789287361,42.5922828511873,8.7838475146727,0.12525982007626,25.5633172078874,15.8515502745113
"Ethmalosa fimbriata","Ethmalosa fimbriata","Ethmalosa fimbriata",36.3294511635782,0.583024622195893,389.624411370989,6.80402516828778,2.00085830112674,0.677742353481186,23.5717125154886,19.6641948457618
"Scophthalmus rhombus","Scophthalmus rhombus","Scophthalmus rhombus",43.1837893341516,0.43471051166903,978.123718661819,7.23914551743613,1.42545909002331,0.676095997808932,19.3009063369707,18.7001827514241
"Dentex tumifrons","Dentex tumifrons","Dentex tumifrons",46.7764053421366,0.211800923375294,1667.86638953271,11.4871675573401,2.85987775239843,0.456520354909902,22.3292157802399,19.680349876202
"Dentex spp","Dentex spp","Dentex macrophthalmus",44.6523789878376,0.187514049434706,1694.77441199314,12.7113771805987,3.16065453654466,0.405278731682125,21.6158770913887,17.7288015246678
"Sebastes auriculatus","Sebastes auriculatus","Sebastes auriculatus",38.0088829763065,0.128353478619067,930.755733019741,45.5742238919303,9.03826338969516,0.100069344932279,26.4090407384095,10.7930228205853
"Farfantepenaeus aztecus","Farfantepenaeus aztecus","Farfantepenaeus aztecus",NA,NA,NA,NA,NA,NA,NA,NA
"Centropristis striata","Centropristis striata","Centropristis striata",32.4305394308244,0.312475110272788,140.066996550983,7.57137087820431,2.51470799046414,0.584189845843711,17.701501570918,18.4663702716104
"Thamnaconus modestus","Thamnaconus modestus","Thamnaconus modestus",18.6201203083508,0.530476432153301,98.7612848111415,4.79059861347619,1.47341908889465,1.13124592577538,10.7904527615933,19.5883125872215
"Dipturus laevis","Dipturus laevis","Dipturus laevis",177.421605800666,0.112651776189606,27690.9489741667,14.106588748366,7.03486726908228,0.223488792655456,100.32694114394,15.4541756329754
"Cervimunida johni","Cervimunida johni","Cervimunida johni",NA,NA,NA,NA,NA,NA,NA,NA
"Carcharhinus limbatus","Carcharhinus limbatus","Carcharhinus limbatus",193.159096847806,0.193079293705327,56335.7312004771,13.1569219451613,6.9179085042929,0.295364952921512,140.187317800474,25.1753877282137
"Penaeus esculentus","Penaeus esculentus","Penaeus esculentus",NA,NA,NA,NA,NA,NA,NA,NA
"Peprilus triacanthus","Peprilus triacanthus","Peprilus triacanthus",22.7582876283253,0.758583990004279,142.923935570985,5.62507526192007,1.28884692877307,1.03407893184109,14.3172466548004,17.8352119416989
"Micromesistius poutassou","Micromesistius poutassou","Micromesistius poutassou",35.8706979312847,0.282689189616698,350.968671398329,12.056870363655,3.03664590454871,0.41375542251684,23.4381413288622,12.1502276912313
"Chionoecetes japonicus","Chionoecetes japonicus","Chionoecetes japonicus",NA,NA,NA,NA,NA,NA,NA,NA
"Scorpaenichthys marmoratus","Scorpaenichthys marmoratus","Scorpaenichthys marmoratus",53.2889237333477,0.23544911503199,1528.99717234997,10.6629272289298,3.25334712441648,0.398674229547751,28.0950234936486,15.7367301021962
"Scorpaena guttata","Scorpaena guttata","Scorpaena guttata",38.7613867167445,0.160853090686934,688.616580983405,14.0097051865955,3.35220888315074,0.319204074045452,17.1956469475114,17.1604385075437
"Mallotus villosus","Mallotus villosus","Mallotus villosus",20.3648228581759,0.460515022691593,49.518143525808,5.6829930010871,2.84475174623054,0.999801483974034,15.9828253337407,4.76220905412746
"Arius spp","Arius spp","Arius latiscutatus",67.2759336017839,0.209494124163273,2783.72848157844,12.1030866776475,2.95191407427191,0.390866904428081,29.8990476338127,26.2641601255544
"Merluccius capensis","Merluccius capensis","Merluccius capensis",119.41087130392,0.113386802694694,15161.4431053344,21.0364017235148,6.3209711990066,0.232625088020229,59.8742969210023,15.1932685027109
"Clupea bentincki","Clupea bentincki","Clupea bentincki",18.3799639294323,0.580864376195047,59.6150666700552,6.02798091351162,1.84023212503224,0.688734649202883,12.8060601604623,14.897757894488
"Sebastes goodei","Sebastes goodei","Sebastes goodei",29.3974054465879,0.188296219294505,427.076108522536,30.3901044290496,6.08800254016652,0.151065964280472,20.3973035981757,13.3465920816874
"Trachurus trecae","Trachurus trecae","Trachurus trecae",44.7138936493603,0.254332344007787,1003.68275045615,13.0859633678731,3.09959999558989,0.501731607398576,23.2366179913022,20.0808749508847
"Sebastes nebulosus","Sebastes nebulosus","Sebastes nebulosus",38.0088829763065,0.128353478619067,930.755733019741,45.5742238919303,9.03826338969516,0.100069344932279,26.4090407384095,10.7930228205853
"Loligo vulgaris reynaudii","Loligo reynaudii","Loligo vulgaris",NA,NA,NA,NA,NA,NA,NA,NA
"Trachurus murphyi","Trachurus murphyi","Trachurus murphyi",78.9235140596224,0.121142068517534,5447.67730777683,24.3340910695657,5.94178226793407,0.246612369764881,39.0220620421082,15.8515676774481
"Pristipomoides filamentosus","Pristipomoides filamentosus","Pristipomoides filamentosus",60.6351740238727,0.240121703407016,5996.40704275057,13.6660352301997,3.14766180232435,0.360259482119032,33.8188749082467,22.7783099029474
"Scomber japonicus","Scomber japonicus","Scomber japonicus",44.0055606241054,0.290197366382591,1144.49502542221,8.57212006127386,2.73840525681396,0.481009738790409,26.9088851333473,15.8404849381833
"Rachycentron canadum","Rachycentron canadum","Rachycentron canadum",111.034504322565,0.29237005829391,22900.1417863686,11.4885681669576,2.86757497614689,0.457455394554102,56.535272580787,23.5437265180547
"Gadus morhua","Gadus morhua","Gadus morhua",105.850737330993,0.168489075342018,12310.0175287822,15.023341544316,2.13537174512944,0.270287991797001,45.1379349656355,5.56326366382264
"Sebastes levis","Sebastes levis","Sebastes levis",45.9241492155089,0.105472217141131,1870.42658397324,51.838622681032,10.4189740050782,0.0890420543510042,30.2539973581514,14.654382452583
"Pagellus erythrinus","Pagellus erythrinus","Pagellus erythrinus",37.8379386872952,0.19093497882595,654.111380038603,11.546384419285,2.92010977723905,0.353385898345045,18.868633378913,19.2110549608645
"Sebastes caurinus","Sebastes caurinus","Sebastes caurinus",46.4942885575856,0.11448354525847,1693.27761009133,52.8873641520307,10.7167375210146,0.0936446915592042,32.0771266360992,10.4692458993514
"Jasus lalandii","Jasus lalandii","Jasus lalandii",NA,NA,NA,NA,NA,NA,NA,NA
"Pseudotolithus spp","Pseudotolithus spp","Pseudotolithus elongatus",51.4611633142753,0.319004292107768,1078.53860808417,11.8583661493803,3.1727693351502,0.463086393877425,31.6419213358151,16.6994700076314
"Sebastes pinniger","Sebastes pinniger","Sebastes pinniger",47.8755205211319,0.0992996899047823,1695.62244476804,76.7036281907657,13.0124560344673,0.052148581049345,35.8953317794482,6.33073883454502
"Oncorhynchus keta","Oncorhynchus keta","Oncorhynchus keta",105.013337726141,0.344012808845822,10928.6132491289,7.00003773923592,3.6253028324387,0.769782441040999,67.6575163501052,8.46575172160417
"Clupea bentincki","Strangomera bentincki","Clupea bentincki",18.3799639294323,0.580864376195047,59.6150666700552,6.02798091351162,1.84023212503224,0.688734649202883,12.8060601604623,14.897757894488
"Penaeus spp","Penaeus spp","Farfantepenaeus notialis",NA,NA,NA,NA,NA,NA,NA,NA
"Raja eglanteria","Raja eglanteria","Raja eglanteria",84.9877016348341,0.169028975712454,3462.21910931347,13.8753230389455,6.3608996840136,0.297040235555166,59.732623683721,12.3078863027211
"Trachurus capensis","Trachurus capensis","Trachurus capensis",51.2974995659432,0.205693634462263,1089.67692699253,15.7338457506621,4.18814074666128,0.424383550047151,28.0450648404239,15.4205146246611
"Brosme brosme","Brosme brosme","Brosme brosme",78.1911606627367,0.1283664531328,6048.73629397222,21.1540830412564,7.09944078547442,0.224228574775959,49.2482498908145,9.07498419899302
"Sepia spp","Sepia spp","Sepia officinalis",NA,NA,NA,NA,NA,NA,NA,NA
"Limanda limanda","Limanda limanda","Limanda limanda",31.6679467102437,0.318680443052683,416.900517728373,11.3240350629187,2.55609872563834,0.361263931139785,16.0672765886646,9.67247569097779
"Merluccius paradoxus","Merluccius paradoxus","Merluccius paradoxus",95.8697844829847,0.142764203254431,9233.30151461928,17.6695947403707,5.27175922650543,0.28714911869673,49.9428201327328,15.5148547549207
"Platycephalus conatus","Platycephalus conatus","Platycephalus conatus",48.2618377263797,0.26611480486902,831.751775581466,10.5021077434305,3.10027636283591,0.449163102598181,25.5903474301896,17.0262153187718
"Sebastes crameri","Sebastes crameri","Sebastes crameri",43.6597484824392,0.100697373152791,1365.77163942991,59.7838277620284,11.8145499315856,0.0764015510414607,30.8220572870649,7.51687363862548
"Ostrea chilensis","Ostrea chilensis","Ostrea chilensis",NA,NA,NA,NA,NA,NA,NA,NA
"Parapenaeus longirostris","Parapenaeus longirostris","Parapenaeus longirostris",NA,NA,NA,NA,NA,NA,NA,NA
"Carcharhinus obscurus","Carcharhinus obscurus","Carcharhinus obscurus",428.673937994128,0.0504713266811232,488485.065234245,40.6936232691167,25.2112830422959,0.0959886112580151,284.849264140517,18.3645029965831
"Microstomus pacificus","Microstomus pacificus","Microstomus pacificus",45.7873448176358,0.13883966919477,1831.3993915996,47.8403530819413,11.3075239291669,0.143726560356019,31.7255597190397,12.0497886641451
"Glossanodon semifasciatus","Glossanodon semifasciatus","Glossanodon semifasciatus",22.2677918781362,0.564521920994314,95.6656221992839,5.51149178928985,1.9622765995174,1.12679653688698,14.6991941997624,17.5487450634887
"Sebastes variabilis","Sebastes variabilis","Sebastes variabilis",30.445375532191,0.184761945239512,474.933756792507,38.0808829950896,7.88847270872995,0.13367267227604,23.0291507666555,11.6462412518778
"Dicentrarchus labrax","Dicentrarchus labrax","Dicentrarchus labrax",74.3314946064423,0.174287101885934,4727.52887659649,7.76572959450919,1.6669547409016,0.182475253374254,31.2749772185013,17.34008854224
"Platichthys flesus","Platichthys flesus","Platichthys flesus",40.9016964645527,0.284927808494803,837.162686483671,13.6600951315974,2.49041906972827,0.249598015844045,21.285690819047,11.4394722432682
"Pollachius pollachius","Pollachius pollachius","Pollachius pollachius",78.6165378437153,0.206110493085961,4823.4384385844,13.3254032270319,3.24591991603076,0.403529881061754,40.4817659047848,11.761492925388
"Parophrys vetulus","Parophrys vetulus","Parophrys vetulus",38.0542866167395,0.259863786848491,346.502315912635,14.9576566978595,3.22331440072436,0.285766140199128,20.630605275597,11.6318569876046
"Thaleichthys pacificus","Thaleichthys pacificus","Thaleichthys pacificus",23.250816201446,0.398837374685304,90.2169001126826,7.51215833792913,2.97123800122817,0.73978596652227,16.8014147690561,8.27492105247738
"Hippoglossoides dubius","Hippoglossoides dubius","Hippoglossoides dubius",63.1731291615094,0.0839003632798755,2581.53636180744,31.6331787112692,8.47194823160305,0.149977393628378,31.7765224569993,3.49200512024115
"Hippoglossoides elassodon","Hippoglossoides elassodon","Hippoglossoides elassodon",47.8037899745529,0.135550964986655,1057.6506606248,21.7621624992762,5.69585774063077,0.228729037403943,24.9962998675448,4.8233155202801
"Lepidorhombus boscii","Lepidorhombus boscii","Lepidorhombus boscii",37.2584239102591,0.186755395600397,496.362838958438,11.5499877925772,2.56256939611766,0.382137577781844,15.9191596134701,13.9631130681123
"Caranx rhonchus","Caranx rhonchus","Caranx rhonchus",48.2433558764064,0.261358293335522,2033.99651146468,8.65583760250261,2.60007228875294,0.784823549806969,23.1786905492408,22.9649960214426
"Etelis coruscans","Etelis coruscans","Etelis coruscans",78.0779978691254,0.206290504172097,8364.34852234343,16.7873155019556,3.55138364053321,0.249166769243406,42.8944590042488,21.2429742692888
"Carcharhinus isodon","Carcharhinus isodon","Carcharhinus isodon",161.144681438664,0.205887417773506,30680.6889434435,11.8133665042907,6.01410989909673,0.337242618438232,113.842930954576,22.272602959749
"Mycteroperca microlepis","Mycteroperca microlepis","Mycteroperca microlepis",118.303512696758,0.13930181261671,26894.7427075441,22.4398562596193,8.31212087738449,0.299736860805727,66.2352450047139,23.6909082717683
"Rexea solandri","Rexea solandri","Rexea solandri",61.0293614329241,0.204413744652563,1587.22942917006,16.0786971568268,3.90246783369157,0.305093482545311,33.7446729797025,12.5958737451259
"Phycis blennoides","Phycis blennoides","Phycis blennoides",49.2766189201575,0.305055473449018,850.448963093739,7.48993152203608,2.09168075649201,0.458768983412769,26.7161814414129,14.4747551977858
"Pomadasys spp","Pomadasys spp","Pomadasys jubelini",43.4905356555637,0.317878026792029,960.422464933869,9.5463040393258,2.28216590051319,0.790029507725318,20.8906618330192,26.0056770260902
"Eutrigla gurnardus","Eutrigla gurnardus","Eutrigla gurnardus",36.9508141644605,0.342346591928934,410.202219467359,11.4680356131153,3.7148444765636,0.465526731202412,24.290607913012,11.4667750208544
"Reinhardtius hippoglossoides","Reinhardtius hippoglossoides","Reinhardtius hippoglossoides",128.06613354588,0.0723238643020503,24975.8537138407,42.9329073181683,10.6849490627291,0.0945648244981132,64.855228949115,3.13967337022572
"Sparus aurata","Sparus aurata","Sparus aurata",54.8030233184615,0.25165586585192,2809.36708423806,12.4512987076888,3.04915693391005,0.408441381350314,29.4174833092896,18.6170094594309
"Epinephelus itajara","Epinephelus itajara","Epinephelus itajara",161.881227090266,0.112385707795089,69539.640792954,31.3614463234986,9.82206652456776,0.171170534523562,89.554083334254,24.4954369827679
"Sebastes norvegicus","Sebastes norvegicus","Sebastes norvegicus",46.1250147295046,0.0956704368718731,1302.2644758604,55.7247530979498,11.233907104205,0.0758440305293578,31.0356326268776,7.94528220821957
"Sebastes carnatus","Sebastes carnatus","Sebastes carnatus",38.0088829763065,0.128353478619067,930.755733019741,45.5742238919303,9.03826338969516,0.100069344932279,26.4090407384095,10.7930228205853
"Enteroctopus dofleini","Enteroctopus dofleini","Enteroctopus dofleini",NA,NA,NA,NA,NA,NA,NA,NA
"Seriola dumerili","Seriola dumerili","Seriola dumerili",149.678696990318,0.234620282530773,49705.2190582343,11.8268719227389,3.49255108334669,0.575797499632993,69.0714939186732,23.6110355253865
"Sebastes elongatus","Sebastes elongatus","Sebastes elongatus",32.9171133278648,0.13150221189771,671.163757803161,42.9547419250014,8.55315245064236,0.108222760472901,22.6834097534328,13.0738462400601
"Aristaeomorpha foliacea","Aristaeomorpha foliacea","Aristaeomorpha foliacea",NA,NA,NA,NA,NA,NA,NA,NA
"Sebastes chlorostictus","Sebastes chlorostictus","Sebastes chlorostictus",38.0088829763065,0.128353478619067,930.755733019741,45.5742238919303,9.03826338969516,0.100069344932279,26.4090407384095,10.7930228205853
"Argentina silus","Argentina silus","Argentina silus",43.8198113949278,0.19912253502395,717.37731234554,21.5411743267053,7.11803186596179,0.288276196039755,32.9062190026757,6.79546066810755
"Kathetostoma giganteum","Kathetostoma giganteum","Kathetostoma giganteum",65.3334218656762,0.181541784644055,2890.40664630334,13.3252809162547,3.60574003489492,0.331788893838674,33.9186425549984,10.9984135700428
"Penaeus semisulcatus","Penaeus semisulcatus","Penaeus semisulcatus",NA,NA,NA,NA,NA,NA,NA,NA
"Balistes capriscus","Balistes capriscus","Balistes capriscus",40.3206515245645,0.304776504315705,1250.01622385221,6.20205348183438,2.26262163976536,0.937330545862755,20.1581396351783,22.7748054449523
"Strongylocentrotus droebachiensis","Strongylocentrotus droebachiensis","Strongylocentrotus droebachiensis",NA,NA,NA,NA,NA,NA,NA,NA
"Melanogrammus aeglefinus","Melanogrammus aeglefinus","Melanogrammus aeglefinus",68.3000889543129,0.238768679444594,2838.54208338114,12.8692883567812,2.58794966664935,0.354265019571743,35.1039408205086,8.67370149112102
"Merluccius merluccius","Merluccius merluccius","Merluccius merluccius",81.1718242926656,0.140354937957731,3684.45733536287,12.3645372261656,3.23597042174023,0.319423285742402,33.9689489614508,13.7791176889934
"Clupea harengus","Clupea harengus","Clupea harengus",30.3127375201757,0.33429255524352,212.215158082762,12.4112762961933,4.06592570840787,0.250360616655768,25.2859880352128,8.33407524921448
"Clupea pallasii pallasii","Clupea pallasii","Clupea pallasii pallasii",29.1224117963927,0.379136758343561,319.777639267949,11.1706455510435,3.65059185991176,0.45141288610526,22.1158852024155,10.3340970183527
"Branchiostegus japonicus","Branchiostegus japonicus","Branchiostegus japonicus",44.5395775572418,0.265006761295648,1192.64735441765,8.3428882169442,2.69634566600554,0.482158113107664,25.9502120854369,15.2048572370153
"Trachurus trachurus","Trachurus trachurus","Trachurus trachurus",39.6494545757163,0.207891606109083,513.541812116091,14.3851372832749,3.13158205331874,0.391212690446964,19.737295275297,13.7654684763243
"Lachnolaimus maximus","Lachnolaimus maximus","Lachnolaimus maximus",45.8120139745074,0.187067390388401,1691.91540903865,13.5427326292508,3.62847417625007,0.426613822892417,22.2365598975708,24.8255819510126
"Illex illecebrosus","Illex illecebrosus","Illex illecebrosus",NA,NA,NA,NA,NA,NA,NA,NA
"Seriola quinqueradiata","Seriola quinqueradiata","Seriola quinqueradiata",118.759435086836,0.27848317177323,15311.8624040286,10.8339392170491,3.13128808927624,0.583155320712521,59.6912136132771,13.6672543360552
"Engraulis japonicus","Engraulis japonicus","Engraulis japonicus",18.0169393553999,1.03663295558104,37.8777886761186,2.88814800755859,0.737839068824746,1.41703646271867,11.0078839784244,18.8254451058416
"Todarodes pacificus","Todarodes pacificus","Todarodes pacificus",NA,NA,NA,NA,NA,NA,NA,NA
"Trachurus japonicus","Trachurus japonicus","Trachurus japonicus",51.7636165589253,0.302014550657006,1219.95557617529,8.5146645950047,2.24325730608517,0.676052368890876,25.0216743143829,18.0268106804106
"Takifugu rubripes","Takifugu rubripes","Takifugu rubripes",56.7376266731896,0.392236953007943,3001.75068885857,8.22208347652863,2.47672598549372,0.674142963040058,32.9618976460752,16.1371294471926
