"species","species_orig","species_use","linf_cm","k","winf_g","tmax_yr","tmat_yr","m","lmat_cm","temp_c"
"Paracaesio caerulea","Paracaesio caerulea","Paracaesio caerulea",63.5050233835566,0.241307681875775,4083.61836659955,14.0401016636067,2.98449493393655,0.302467792732154,34.857325122847,22.2836798923671
"Sebastolobus macrochir","Sebastolobus macrochir","Sebastolobus macrochir",40.2415274168751,0.0713829209453918,1277.1278560233,40.1683893384308,11.1062760249295,0.10025968386651,24.5806962491564,11.5360479641965
"Hexagrammos decagrammus","Hexagrammos decagrammus","Hexagrammos decagrammus",24.4735687030674,0.460717813070348,131.501035632866,7.51217781713747,2.35591643229882,0.717915926454074,15.8164970195694,13.5829841637586
"Genypterus capensis","Genypterus capensis","Genypterus capensis",128.783889506654,0.139897858728755,13470.0016275142,20.8777867727153,6.08460772478975,0.242565537121701,65.4248909125094,15.4443458958319
"Scomberomorus cavalla","Scomberomorus cavalla","Scomberomorus cavalla",187.113455659595,0.170680909788113,13709.0599521767,15.3358942483606,3.63856585279105,0.285676549834982,75.4035596334987,24.7650687112907
"Atheresthes evermanni","Atheresthes evermanni","Atheresthes evermanni",85.5866734299704,0.112778339099937,6850.02346758084,26.6572345791073,6.61124387400737,0.158900148825172,42.3838910937421,9.43009169133398
"Laemonema longipes","Laemonema longipes","Laemonema longipes",65.9266152601034,0.173884140762786,1233.50589989642,15.9003173840018,4.70283259043216,0.291288075552017,37.7276069841647,10.3731585884333
"Dentex macrophthalmus","Dentex macrophthalmus","Dentex macrophthalmus",44.6523789878376,0.187514049434706,1694.77441199314,12.7113771805987,3.16065453654466,0.405278731682125,21.6158770913887,17.7288015246678
"Trichiurus lepturus","Trichiurus lepturus","Trichiurus lepturus",100.229286713597,0.289380598710843,758.523952985617,7.46475445536682,1.72492454209146,0.432772725506663,39.9831700804011,18.8508203198812
"Ophiodon elongatus","Ophiodon elongatus","Ophiodon elongatus",35.644899180128,0.236782227371777,392.317977944289,12.2253008506389,4.09129826179346,0.409605695172793,22.1176917710201,7.93920958208166
"Molva molva","Molva molva","Molva molva",147.399664098101,0.118577201086328,38544.0103190314,24.0175396477281,8.00200386560016,0.23314283849204,84.1164447648701,9.12798978164225
"Doryteuthis pealeii","Loligo pealeii","Doryteuthis pealeii",NA,NA,NA,NA,NA,NA,NA,NA
"Pristipomoides sieboldii","Pristipomoides sieboldii","Pristipomoides sieboldii",45.7629132581389,0.322187710385024,1819.53721678235,10.4862637133269,2.33836765789494,0.448082592484893,26.0458185685908,21.9070437281917
"Raja rhina","Raja rhina","Raja rhina",117.054925194451,0.126021205811834,9567.46941199623,18.9564111945485,7.92044877067566,0.214573100799556,79.2159109732663,13.2537261624093
"Homarus americanus","Homarus americanus","Homarus americanus",NA,NA,NA,NA,NA,NA,NA,NA
"Leucoraja erinacea","Leucoraja erinacea","Leucoraja erinacea",58.8625010785544,0.220689291588335,1153.42651146026,11.414989192385,5.32731114843841,0.367765828376785,41.8954322104809,14.4940540242078
"Sebastolobus altivelis","Sebastolobus altivelis","Sebastolobus altivelis",47.2408646616291,0.0709223520073251,1980.67109457389,41.3666478809492,11.4101590473539,0.0973836937971203,28.5606409897012,11.7480636797707
"Scomber scombrus","Scomber scombrus","Scomber scombrus",41.2477359968697,0.345137662924762,624.36988997402,13.8119594641597,3.03097703406888,0.287659477519624,28.86684177992,11.4977221356873
"Lepidorhombus whiffiagonis","Lepidorhombus whiffiagonis","Lepidorhombus whiffiagonis",51.225058229197,0.154853753116525,1150.87636734227,13.1400458460859,2.70804095922377,0.301679285534074,20.2499687162381,10.3788631850957
"Lepidorhombus spp","Lepidorhombus spp.","Lepidorhombus whiffiagonis",51.225058229197,0.154853753116525,1150.87636734227,13.1400458460859,2.70804095922377,0.301679285534074,20.2499687162381,10.3788631850957
"Brevoortia patronus","Brevoortia patronus","Brevoortia patronus",25.575175123864,0.36859012045512,342.890196363342,6.41304228705488,2.3731608888332,0.833561547494864,14.9326531003982,25.8224367272094
"Brevoortia tyrannus","Brevoortia tyrannus","Brevoortia tyrannus",34.9400629378232,0.383686229063399,1421.58789498861,8.70010398941757,2.9342638703358,0.599651277868469,23.3263912723662,19.2790518956041
"Trachurus mediterraneus","Trachurus mediterraneus","Trachurus mediterraneus",36.8088913083519,0.277863826777146,521.608108885046,14.3657221821221,3.08176325250428,0.42695145091917,20.8197366921841,16.4378535308576
"Lophius americanus","Lophius americanus","Lophius americanus",149.869636903637,0.0825305679621351,43019.912179549,14.0964161533662,3.95237760417946,0.210344563779028,50.3416942582688,9.03306872643478
"Nemadactylus macropterus","Nemadactylus macropterus","Nemadactylus macropterus",50.8284003348081,0.170951676095837,1711.66790586874,45.9597573987444,7.46932357745781,0.121238711686577,36.2306567522279,12.6077915543059
"Mugil cephalus","Mugil cephalus","Mugil cephalus",59.6963933318987,0.247450922040746,2061.67457578126,14.948340695637,3.85297225169962,0.328870343512393,34.6868638921287,19.2825356929839
"Lutjanus analis","Lutjanus analis","Lutjanus analis",92.146847824603,0.156344976358841,10606.2730726435,16.4622220073045,3.49730979123246,0.230333462294584,44.3696632194695,26.1318957964377
"Nephrops norvegicus","Nephrops norvegicus","Nephrops norvegicus",NA,NA,NA,NA,NA,NA,NA,NA
"Trisopterus esmarkii","Trisopterus esmarkii","Trisopterus esmarkii",21.9583966411779,0.514346979002221,68.3507893274223,4.87470858387716,1.47882466880394,1.04219778909623,14.0168911918716,8.90880150102527
"Sebastes polyspinis","Sebastes polyspinis","Sebastes polyspinis",37.273100242209,0.160419903463441,781.789617148397,49.9860892823874,8.73081989167543,0.0976274384252448,28.5066260250956,5.76946555327853
"Lepidopsetta polyxystra","Lepidopsetta polyxystra","Lepidopsetta polyxystra",42.735198439785,0.198875342931819,778.201469793684,17.1215535445431,4.14243702034836,0.260013350962445,23.5623964506658,5.99678950402328
"Heterocarpus reedi","Heterocarpus reedi","Heterocarpus reedi",NA,NA,NA,NA,NA,NA,NA,NA
"Genypterus blacodes","Genypterus blacodes","Genypterus blacodes",132.962150753546,0.112999100645428,12774.5207917928,26.3299698777538,7.63850577507059,0.193380201671126,68.7285314264836,11.9489700649448
"Pagrus auratus","Chrysophrys auratus","Pagrus auratus",72.9233157460552,0.116113979061982,5690.5887046169,23.6361189183508,5.75409701904283,0.204237563103395,37.0817363137381,13.3655418460346
"Octopus vulgaris","Octopus vulgaris","Octopus vulgaris",NA,NA,NA,NA,NA,NA,NA,NA
"Paralichthys olivaceus","Paralichthys olivaceus","Paralichthys olivaceus",79.5625126834715,0.220567087445664,3503.72388468532,8.93492357360677,1.50640189894888,0.412461517911268,25.0727631408801,17.1701234819121
"Zoarces americanus","Zoarces americanus","Zoarces americanus",91.01085185401,0.123065390135451,4788.8063035565,19.5789512014802,5.29328789332734,0.243184538939614,44.3686594491892,12.1210943808368
"Hoplostethus atlanticus","Hoplostethus atlanticus","Hoplostethus atlanticus",59.3531339577036,0.0691201329722476,1875.59308445309,21.8023770642846,8.62411300801008,0.192218619813368,30.210772146538,11.8089214374705
"Thunnus orientalis","Thunnus orientalis","Thunnus orientalis",183.033984268092,0.177802918162012,84569.0428584776,14.3895275686396,4.52649294860103,0.295899213248478,94.6978822846951,19.7937066263433
"Engraulis ringens","Engraulis ringens","Engraulis ringens",19.9370752900354,0.923901870370166,53.49423530798,3.43223820755557,0.91623084167503,1.18118689494488,12.9349873446634,18.0453668301556
"Pandalus borealis","Pandalus borealis","Pandalus borealis",NA,NA,NA,NA,NA,NA,NA,NA
"Macruronus magellanicus","Macruronus magellanicus","Macruronus magellanicus",95.8070020596649,0.165156444806815,2675.87347414017,19.4950053802499,5.406019180529,0.2414494509987,54.2751587224005,8.71791375249497
"Haliotis iris","Haliotis iris","Haliotis iris",NA,NA,NA,NA,NA,NA,NA,NA
"Gadus macrocephalus","Gadus macrocephalus","Gadus macrocephalus",93.4097107526428,0.207941056036611,8025.65924836648,16.811065053349,3.63843992006247,0.403583439350381,51.3099965123801,5.87303096746076
"Sebastes alutus","Sebastes alutus","Sebastes alutus",43.3571190507531,0.125251896343034,1054.27626915291,55.1281810473126,9.82508800020516,0.100603031973743,29.3066435922834,6.46268952192514
"Panopea generosa","Panopea generosa","Panopea generosa",NA,NA,NA,NA,NA,NA,NA,NA
"Merluccius productus","Merluccius productus","Merluccius productus",68.1819950893393,0.226489183767668,1885.64882970252,12.1164462314316,3.53714341928103,0.425993975503288,36.9019249559595,13.1294856081809
"Hippoglossus stenolepis","Hippoglossus stenolepis","Hippoglossus stenolepis",177.84227071311,0.0657694285561489,71491.6620424012,38.9837812091995,13.3840427410892,0.13252907025403,89.9389421434308,4.36019635956038
"Cleisthenes herzensteini","Cleisthenes herzensteini","Cleisthenes herzensteini",48.1929616113058,0.166498252964516,851.167962740676,17.6536165929604,4.25782866457353,0.250446542209569,23.5165504242269,14.8212285634251
"Spicara smaris","Spicara smaris","Spicara smaris",19.976023452366,0.408866619868884,65.1642432707748,6.74264465407834,1.4452932267332,0.693212759319447,10.1966506782312,16.0522466018614
"Sardinops sagax","Sardinops melanostictus","Sardinops sagax",27.2242835609629,0.439956074617132,151.4704983143,14.1545277545647,3.43262428048952,0.383621439037133,20.4055188449424,16.8032013430646
"Farfantepenaeus duorarum","Farfantepenaeus duorarum","Farfantepenaeus duorarum",NA,NA,NA,NA,NA,NA,NA,NA
"Pleuronectes platessa","Pleuronectes platessa","Pleuronectes platessa",54.1674963971377,0.138225441614112,1752.7756458937,26.6124928443415,3.91300243098913,0.143922486594067,24.5679323472381,11.314410051571
"Pollachius virens","Pollachius virens","Pollachius virens",118.832811573653,0.135178766096073,18362.0075863718,24.4662158818317,5.27970830602333,0.213934974123137,62.062253574998,8.77507160123609
"Lamna nasus","Lamna nasus","Lamna nasus",300.948513720586,0.091360565383303,198596.776446146,30.5296412881503,12.9341685098323,0.15239788832485,184.517498375585,9.8948287866906
"Trisopterus minutus","Trisopterus minutus","Trisopterus minutus",24.0549729492552,0.405668789621168,135.958889974044,5.27375982110463,1.50969917886618,0.943291768595021,13.6267921964746,12.6678673732563
"Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha",74.069836447468,0.376485057236393,4529.27453496791,7.64248357007311,3.26304700371671,0.768511330749414,47.1515930728003,12.2794924137243
"Ammodytes personatus","Ammodytes personatus","Ammodytes personatus",42.0871923558363,0.40966124295656,379.964216638052,10.3962704625344,2.63890509569187,0.694344266374316,25.1034921146964,13.3943971517982
"Ammodytes hexapterus","Ammodytes hexapterus","Ammodytes hexapterus",26.1709165042239,0.455220338363862,73.8435652459455,8.90393188696072,2.25035772984379,0.78779950788241,16.0948205710525,11.083666441254
"Eopsetta jordani","Eopsetta jordani","Eopsetta jordani",53.5660953591053,0.149203078210487,4023.18060706424,27.6766249352777,7.93195173911285,0.192871010159989,35.362481725589,8.91997132410025
"Dissostichus eleginoides","Dissostichus eleginoides","Dissostichus eleginoides",131.608990589993,0.0876433221535874,26148.9279264977,25.1145373131668,8.91816804088087,0.167448109866693,69.9311173844051,9.85737309961011
"Sebastes maliger","Sebastes maliger","Sebastes maliger",38.0088829763065,0.128353478619067,930.755733019741,45.5742238919303,9.03826338969516,0.100069344932279,26.4090407384095,10.7930228205853
"Arctica islandica","Arctica islandica","Arctica islandica",NA,NA,NA,NA,NA,NA,NA,NA
"Pagrus major","Pagrus major","Pagrus major",68.6764285748825,0.151006063859157,4447.14802113615,12.620226928125,3.43551601580487,0.326894659505963,31.2759322903885,16.6549808499952
"Pagellus bogaraveo","Pagellus bogaraveo","Pagellus bogaraveo",53.6157310774032,0.136200373835438,2523.19844794016,14.1644150175705,3.84941990308055,0.262152831795098,26.5441098114949,13.5208540581602
"Chaceon quinquedens","Chaceon quinquedens","Chaceon quinquedens",NA,NA,NA,NA,NA,NA,NA,NA
"Aristeus antennatus","Aristeus antennatus","Aristeus antennatus",NA,NA,NA,NA,NA,NA,NA,NA
"Sebastes mentella","Sebastes mentella","Sebastes mentella",44.5292766923216,0.0895594835223308,1444.37176919866,52.2138602744329,11.0041843060916,0.077091790246277,29.4164301304189,7.7497244817554
"Centroberyx affinis","Centroberyx affinis","Centroberyx affinis",25.9333642126865,0.244841889329799,224.88204875787,9.15014785923508,3.19773967424069,0.541335727239708,15.3794004500743,12.448070925184
"Sebastes spp","Sebastes spp","Sebastes mentella",44.5292766923216,0.0895594835223308,1444.37176919866,52.2138602744329,11.0041843060916,0.077091790246277,29.4164301304189,7.7497244817554
"Glyptocephalus zachirus","Glyptocephalus zachirus","Glyptocephalus zachirus",39.4276175836387,0.226248264194214,574.712661463493,19.0170489803987,4.7829614192728,0.269256050036207,23.817180810127,9.46047316501424
"Sebastes aleutianus","Sebastes aleutianus","Sebastes aleutianus",52.1759717647154,0.0779392062927765,2543.07742977446,94.8540539681442,17.6215594623371,0.0536947376070163,38.0921994546269,8.95576064274607
"Epinephelus morio","Epinephelus morio","Epinephelus morio",87.9196069727948,0.139844800968803,9309.29122914767,21.8732463628091,6.88191270042906,0.230377175155418,48.4349182022561,25.7849007769896
"Urophycis chuss","Urophycis chuss","Urophycis chuss",66.0580241905137,0.166523904726477,2793.85061296069,13.0525633044292,3.88597944154267,0.314043762805167,34.6457916018531,15.4562618238421
"Etrumeus sadina","Etrumeus teres","Etrumeus sadina",22.9260657294909,0.774951582754836,106.835654519449,4.67295088508278,2.81557154142719,1.2268697472167,18.6403060986015,17.7420687540843
"Macrourus berglax","Macrourus berglax","Macrourus berglax",80.5733884171801,0.0846465860608243,3454.70706382559,35.4971017168718,10.3650914108622,0.147311363712244,46.0527175960796,11.3543148129947
"Paralithodes camtschaticus","Paralithodes camtschaticus","Paralithodes camtschaticus",NA,NA,NA,NA,NA,NA,NA,NA
"Mullus barbatus barbatus","Mullus barbatus","Mullus barbatus barbatus",25.3226195733053,0.285568525390213,185.816610157969,10.0006195624377,1.1097321175977,0.430983457032949,12.6748571706696,14.1820792998032
"Coryphaenoides rupestris","Coryphaenoides rupestris","Coryphaenoides rupestris",84.2051492411505,0.0949950903856194,1574.28167809498,44.8807283691001,11.1022133031826,0.128474174060535,49.6987063242799,9.19379647488677
"Cancer irroratus","Cancer irroratus","Cancer irroratus",NA,NA,NA,NA,NA,NA,NA,NA
"Pagellus bellottii","Pagellus bellottii","Pagellus bellottii",35.5685078219238,0.272624669269918,607.170610971339,8.70948933985222,2.17847356381685,0.503395389227149,17.6840881919845,24.0601801698885
"Pagrus pagrus","Pagrus pagrus","Pagrus pagrus",56.3634962856301,0.162559303786114,3219.37484360477,14.8934739271536,3.77212561008139,0.334800484780515,27.1998104143542,20.9590707530488
"Jasus edwardsii","Jasus edwardsii","Jasus edwardsii",NA,NA,NA,NA,NA,NA,NA,NA
"Sardinella aurita","Sardinella aurita","Sardinella aurita",28.4546594439732,0.493533920299337,186.032381426249,6.89412058541222,2.34054626607976,0.771609759912167,18.7050890261192,17.3853130645051
"Eopsetta grigorjewi","Eopsetta grigorjewi","Eopsetta grigorjewi",42.189284414952,0.208331256474523,1129.92241653427,17.4536175513635,4.54338267401459,0.29131375084711,24.1856263429106,14.7239620092426
"Leucoraja garmani","Leucoraja garmani","Leucoraja garmani",83.1752080714854,0.160253762788261,3197.58894943458,14.9567252471521,7.08782126578583,0.269428137956962,57.3240332720874,13.1009520826992
"Lutjanus campechanus","Lutjanus campechanus","Lutjanus campechanus",89.8794307927618,0.170138166772954,11140.6833219398,15.1951766222775,3.24976046539868,0.228282398248286,44.9577682812937,24.23053665933
"Lepidopsetta bilineata","Lepidopsetta bilineata","Lepidopsetta bilineata",49.6348261925755,0.132012346260977,1329.37720102035,22.619973293794,5.67150594098147,0.190921502773629,26.3572582575003,5.24632644056335
"Pleuroncodes monodon","Pleuroncodes monodon","Pleuroncodes monodon",NA,NA,NA,NA,NA,NA,NA,NA
"Clidoderma asperrimum","Clidoderma asperrimum","Clidoderma asperrimum",51.9684542819724,0.239486302598767,1230.23716675962,19.234076734796,4.28845510341404,0.251236680468944,30.5103583183125,4.87828369938843
"Haliotis midae","Haliotis midae","Haliotis midae",NA,NA,NA,NA,NA,NA,NA,NA
"Anoplopoma fimbria","Anoplopoma fimbria","Anoplopoma fimbria",74.2696342153773,0.213002206863196,3584.43700747198,15.8983432653931,5.67301953958431,0.285281648960246,49.3751595261212,8.94386039763082
"Istiophorus albicans","Istiophorus albicans","Istiophorus albicans",242.596732189585,0.429096928745514,30647.084021119,7.3577910022105,1.87336736136329,0.639248290342673,103.953299772649,22.9263659538454
"Sardinops sagax","Sardinops sagax","Sardinops sagax",27.2242835609629,0.439956074617132,151.4704983143,14.1545277545647,3.43262428048952,0.383621439037133,20.4055188449424,16.8032013430646
"Sardinella spp","Sardinella spp","Sardinella aurita",28.4546594439732,0.493533920299337,186.032381426249,6.89412058541222,2.34054626607976,0.771609759912167,18.7050890261192,17.3853130645051
"Sardina pilchardus","Sardina pilchardus","Sardina pilchardus",20.2625605124589,0.403210641286095,62.422384452075,8.35937762636224,2.55003765227035,0.483738302759745,13.9395003816267,18.2009356776563
"Cololabis saira","Cololabis saira","Cololabis saira",35.3043644913855,0.494984579517108,227.335270577456,4.88970855354898,1.66702301450382,0.990532770202032,19.9593216615043,13.0246683431491
"Carcharhinus plumbeus","Carcharhinus plumbeus","Carcharhinus plumbeus",219.679625531877,0.0743410021407147,86540.8873668863,21.2675840452142,10.4936713579822,0.148990177960425,134.927554580582,17.9791671669359
"Sebastes jordani","Sebastes jordani","Sebastes jordani",30.7172285735095,0.199790812224135,399.247161270415,27.8150699588865,5.67386358957699,0.15281974186211,21.5970722581037,8.59546395396996
"Epigonus crassicaudus","Epigonus crassicaudus","Epigonus crassicaudus",68.4538196153181,0.167951156972134,3612.42367755456,21.203982090558,4.6924696280803,0.22291498308501,37.6280570149845,16.9323132539911
"Thunnus maccoyii","Thunnus maccoyii","Thunnus maccoyii",222.233011504666,0.152479691271264,158082.917953702,16.5910965459456,5.49696679002676,0.276576810835077,114.806349624409,17.3882785629862
"Micromesistius australis","Micromesistius australis","Micromesistius australis",57.4060133668529,0.211761703521821,1171.04234272955,24.3880714825977,4.98027334809295,0.229913756271984,38.6665418577953,7.76312324832308
"Placopecten magellanicus","Placopecten magellanicus","Placopecten magellanicus",NA,NA,NA,NA,NA,NA,NA,NA
"Sphyrna lewini","Sphyrna lewini","Sphyrna lewini",314.83757295842,0.111689443983617,114926.40768914,34.4850379996677,11.5812490745158,0.141022781436905,196.485488978094,20.8510216879577
"Metanephrops challengeri","Metanephrops challengeri","Metanephrops challengeri",NA,NA,NA,NA,NA,NA,NA,NA
"Stenotomus chrysops","Stenotomus chrysops","Stenotomus chrysops",45.4645088856504,0.204557152134464,1265.23191518146,14.3400426766328,3.38134073408939,0.340476988834111,23.9884786915397,15.6540284163219
"Squalus acanthias","Squalus acanthias","Squalus acanthias",115.791855853513,0.0783461431207337,5698.88324453641,24.7080052503071,13.8916022162684,0.14385276637056,74.8314740486167,9.63405681936769
"Ammodytes marinus","Ammodytes marinus","Ammodytes marinus",18.4759286853602,0.494087586086169,20.8016530824368,8.067236814904,2.07156262884164,0.907338703607045,11.7015348426525,8.45478805409411
"Paralichthys dentatus","Paralichthys dentatus","Paralichthys dentatus",109.053639387743,0.352670108976995,5761.80798073323,5.01116710456331,0.71962113015967,0.66081362399326,27.6503704018079,18.1328860567714
"Isurus oxyrinchus","Isurus oxyrinchus","Isurus oxyrinchus",358.2348106087,0.0942268204589848,288183.670631438,27.0356026870724,10.7537285746352,0.17350692585484,194.691256573307,17.7387638857225
"Merluccius bilinearis","Merluccius bilinearis","Merluccius bilinearis",55.9217472619378,0.34979388542371,1331.70870197549,10.5083961347256,2.89649190534454,0.550216328731202,33.9591562821082,11.4022992626346
"Oratosquilla oratoria","Oratosquilla oratoria","Oratosquilla oratoria",NA,NA,NA,NA,NA,NA,NA,NA
"Sebastes zacentrus","Sebastes zacentrus","Sebastes zacentrus",39.3127708285669,0.117811001491558,971.707426895427,52.4183012815151,10.2234635990868,0.0861977966671338,28.110785251559,7.76316674366208
"Seriolella punctata","Seriolella punctata","Seriolella punctata",55.8613545144179,0.288713529850436,1949.37894670168,13.5555009639592,3.21420030567641,0.401299105334464,33.0221734628815,12.2185722346914
"Katsuwonus pelamis","Katsuwonus pelamis","Katsuwonus pelamis",89.8745922758072,0.531737533813128,7515.68708074447,7.70796653754798,2.19445609075614,0.91821071796981,50.5704834690671,24.6249218339387
"Lutjanus vivanus","Lutjanus vivanus","Lutjanus vivanus",71.4802831501728,0.140215386971118,4952.98490342082,22.7751297486131,4.5807615646222,0.174210136561632,39.0717955948891,20.8560717375975
"Mustelus canis","Mustelus canis","Mustelus canis",121.05044401071,0.145389559629283,8240.23178688155,17.0014416614765,6.06311900517071,0.207154900988684,74.6114571308184,12.4905960432657
"Pseudocyttus maculatus","Pseudocyttus maculatus","Pseudocyttus maculatus",43.8251251138215,0.0964720734057215,1633.23310000004,25.6806725582631,8.66314696843649,0.18318243775068,27.7153488104699,11.7593674853458
"Malacoraja senta","Malacoraja senta","Malacoraja senta",65.6814167680716,0.127582083000546,1980.70525870919,16.7923986552852,11.3714584278274,0.265119573743593,49.7799636619354,12.8726270750747
"Squilla mantis","Squilla mantis","Squilla mantis",NA,NA,NA,NA,NA,NA,NA,NA
"Mullus surmuletus","Mullus surmuletus","Mullus surmuletus",31.0746773716331,0.28073934353012,300.166940507793,8.09192923002137,1.25864702642767,0.456524367926914,16.1069698766191,18.4911093005997
"Rhizoprionodon terraenovae","Rhizoprionodon terraenovae","Rhizoprionodon terraenovae",94.8528285714355,0.397550133450205,4513.06058363999,9.06279611239052,2.8795727089985,0.55594894586367,63.0503930224989,25.1861414557924
"Chionoecetes opilio","Chionoecetes opilio","Chionoecetes opilio",NA,NA,NA,NA,NA,NA,NA,NA
"Hyporthodus niveatus","Epinephelus niveatus","Hyporthodus niveatus",117.642849550666,0.100535447564506,30987.7161461334,27.2178367693903,9.06679099465796,0.189610986379449,62.5455282470552,23.046775085671
"Sebastes diploproa","Sebastes diploproa","Sebastes diploproa",38.0088829763065,0.128353478619067,930.755733019741,45.5742238919303,9.03826338969516,0.100069344932279,26.4090407384095,10.7930228205853
"Solea solea","Solea solea","Solea solea",36.2397827631482,0.323983511968825,443.583893002048,11.8508179588208,1.54307849952347,0.285008417984232,19.2558493307308,16.0789613412436
"Cynoglossus spp","Cynoglossus spp","Cynoglossus senegalensis",62.4461225779702,0.196640716374403,1334.85655820833,13.227006852168,3.42585983540513,0.317359918493238,30.1764469023776,18.6091975751803
"Merluccius australis","Merluccius australis","Merluccius australis",103.577277191365,0.177347742748667,9506.96214714686,24.9855689287196,7.29804604020557,0.233194925626374,69.8395185665612,10.3080500937957
"Scomberomorus niphonius","Scomberomorus niphonius","Scomberomorus niphonius",273.820293395838,0.371235905964914,519.79429261148,6.73072489807985,1.44121124674762,0.444536860841262,91.0780017397517,15.6762949928892
"Scomberomorus maculatus","Scomberomorus maculatus","Scomberomorus maculatus",133.499634676462,0.280843238641229,4534.91405791835,11.082954787105,2.38433548739374,0.373894521460108,57.2162336164807,25.9513106175597
"Merluccius gayi gayi","Merluccius gayi","Merluccius gayi gayi",73.1634514928601,0.212557916914381,6074.49819741521,13.4672900649744,4.05038501325751,0.40266953125325,41.9409854114579,11.9557427586099
"Sprattus sprattus","Sprattus sprattus","Sprattus sprattus",14.7350873778496,0.503824181726176,29.2096102129604,6.82633746297437,2.10759531340455,0.650798133846872,10.6499296593162,10.7876069223847
"Squalus suckleyi","Squalus suckleyi","Squalus suckleyi",112.545539175732,0.0579070318791418,5792.19364433152,48.1338873788116,25.0375627173519,0.0974692109829665,82.3274718686776,9.22408691854312
"Farfantepenaeus notialis","Farfantepenaeus notialis","Farfantepenaeus notialis",NA,NA,NA,NA,NA,NA,NA,NA
"Heterololigo bleekeri","Loligo bleekeri","Heterololigo bleekeri",NA,NA,NA,NA,NA,NA,NA,NA
"Sebastes borealis","Sebastes borealis","Sebastes borealis",59.4133387383896,0.0663331114095897,3773.78954257709,77.001833515721,15.7445270838838,0.0554609065255443,38.9825915637787,9.05379036951408
"Oncorhynchus nerka","Oncorhynchus nerka","Oncorhynchus nerka",80.3327562544025,0.385561196143684,5787.64727975009,8.27198703000419,3.62351406907844,0.693546974510717,54.9125714471752,11.8788291428308
"Arctoscopus japonicus","Arctoscopus japonicus","Arctoscopus japonicus",38.5911168983685,0.352035020708141,627.082286464389,9.39336370164218,2.28309311454617,0.582582065890555,21.373183789281,19.6241550539349
"Sprattus fuegensis","Sprattus fuegensis","Sprattus fuegensis",15.8778284126103,0.523379814243238,15.6438962148821,6.23292335030313,1.90042108853898,0.683752127675773,10.7560373763927,10.7405972313626
"Mya arenaria","Mya arenaria","Mya arenaria",NA,NA,NA,NA,NA,NA,NA,NA
"Pandalopsis dispar","Pandalopsis dispar","Pandalopsis dispar",NA,NA,NA,NA,NA,NA,NA,NA
"Palinurus gilchristi","Palinurus gilchristi","Palinurus gilchristi",NA,NA,NA,NA,NA,NA,NA,NA
"Sebastolobus alascanus","Sebastolobus alascanus","Sebastolobus alascanus",70.4596932059927,0.0376334401182791,7015.41993327515,68.1331799200918,19.3620219290572,0.0555023610420896,40.3917191952671,10.0357468453074
"Platichthys stellatus","Platichthys stellatus","Platichthys stellatus",47.7368483082216,0.231737214752866,1426.933770258,17.7657212365296,3.92408112754387,0.238919949652478,27.1401753843926,12.762016995346
"Kajikia audax","Kajikia audax","Kajikia audax",290.667596014044,0.38226274989029,188531.328850632,11.7007667213288,2.79723597536996,0.474555695752946,142.803910617643,22.815638386487
"Morone saxatilis","Morone saxatilis","Morone saxatilis",102.425971969124,0.18120220392293,11052.868502679,20.3939803389077,3.91410720992529,0.188686624490056,52.2721295542632,16.8086132032304
"Pandalus montagui","Pandalus montagui","Pandalus montagui",NA,NA,NA,NA,NA,NA,NA,NA
"Uroteuthis edulis","Uroteuthis edulis","Uroteuthis edulis",NA,NA,NA,NA,NA,NA,NA,NA
"Spisula solidissima","Spisula solidissima","Spisula solidissima",NA,NA,NA,NA,NA,NA,NA,NA
"Sillago flindersi","Sillago flindersi","Sillago flindersi",24.5070124417809,0.581294128416456,105.370118284843,6.91686593645865,1.65966490171342,0.900239405831671,14.9469552221743,16.5837938820281
"Xiphias gladius","Xiphias gladius","Xiphias gladius",243.588095194572,0.141541534713996,195456.254698989,15.0540879450944,4.07398245382704,0.235887154225588,105.101841497324,20.5698902040743
"Chionoecetes bairdi","Chionoecetes bairdi","Chionoecetes bairdi",NA,NA,NA,NA,NA,NA,NA,NA
"Pseudocarcinus gigas","Pseudocarcinus gigas","Pseudocarcinus gigas",NA,NA,NA,NA,NA,NA,NA,NA
"Raja clavata","Raja clavata","Raja clavata",118.033907662435,0.130670604778566,8409.87096864552,16.1180493883079,6.94973547027202,0.22645953500828,78.4113813608972,9.91803957503033
"Galeoides decadactylus","Galeoides decadactylus","Galeoides decadactylus",53.2867866689585,0.347764412453395,1686.24255782487,10.0494850369586,2.51830188418403,0.58413251802099,28.8080658762494,26.3189329576215
"Platycephalus richardsoni","Neoplatycephalus richardsoni","Platycephalus richardsoni",63.973280999205,0.223691470659148,1730.72811630051,12.9312451411764,3.83244240745011,0.361661570898477,34.015932419197,13.7367136312004
"Lopholatilus chamaeleonticeps","Lopholatilus chamaeleonticeps","Lopholatilus chamaeleonticeps",85.7442938626754,0.111114597810614,12196.0993634821,29.5798899464688,7.21091042380135,0.144125944523611,49.8544604757697,15.75824377201
"Pseudocaranx dentex","Pseudocaranx dentex","Pseudocaranx dentex",49.6955042834279,0.236453180425109,1475.44785441787,11.8216191382236,3.20947146948678,0.505065240264925,26.3479504262412,14.9733064299324
